,stats_id,weapon,initiated,strip_location,body_location,created_date
0,DimwittedThisCoypu,epee,fotl,fotr_half,front_arm,1591130715
1,KnobbySereneFreshwatereel,epee,fotl,middle,front_arm,1591144965
2,KnobbySereneFreshwatereel,epee,fotl,fotr_half,front_arm,1591156220
3,AnyVelvetyIvorybackedwoodswallow,epee,fotl,fotl_warning_box,torso,1591555506
4,EcstaticSilverHammerheadshark,epee,fotl,fotr_half,front_arm,1592342612
5,SpotlessBoldBarnswallow,sabre,fotr,middle,head,1592344478
6,ThankfulUnsteadyCockerspaniel,sabre,fotr,fotl_half,torso,1592344528
7,PeskyOffbeatAldabratortoise,epee,,fotl_warning_box,hand,1592396229
8,ReasonableNippyAoudad,epee,fotr,middle,front_arm,1592405661
9,HiddenKnobbyKoodoo,epee,fotr,fotl_warning_box,torso,1592453630
10,InsecureRealBadger,epee,fotr,middle,torso,1592453688
11,SnoopyUncommonAnophelesmosquito,epee,fotr,fotr_warning_box,foot,1592453746
12,AppropriateOldfashionedEstuarinecrocodile,epee,fotl,middle,hand,1592453776
13,IllShockedBasenji,epee,fotl,middle,front_arm,1592454343
14,DimwittedGreatHarvestmouse,epee,fotr,fotl_half,torso,1592454434
15,HandsomeDopeyHound,epee,fotl,middle,front_arm,1592454488
16,OpulentMadIbizanhound,epee,fotl,fotr_half,front_arm,1592454538
17,IdolizedUnpleasantLadybird,epee,fotl,fotl_half,hand,1592454607
18,AbleIdealisticIndianringneckparakeet,epee,fotr,fotl_warning_box,torso,1592455163
19,DefinitiveAnimatedAssassinbug,epee,fotr,fotr_half,front_leg,1592455289
20,InformalRealisticIbadanmalimbe,epee,fotr,fotl_warning_box,front_arm,1592455477
21,HelplessWhoppingCrocodile,epee,fotr,middle,front_arm,1592483814
22,IllfatedFineAnemonecrab,epee,,fotr_warning_box,hand,1592518218
23,CanineGraveFly,epee,fotl,middle,front_arm,1592578961
24,BelovedFearlessAyeaye,epee,fotr,fotr_half,torso,1592675197
25,AncientOrdinaryFlicker,epee,,fotl_warning_box,hand,1592728728
26,AncientOrdinaryFlicker,epee,neither,fotl_warning_box,hand,1592728749
27,FlusteredDaringIcterinewarbler,epee,fotl,middle,front_arm,1592833920
28,WelloffPersonalEuropeanpolecat,epee,fotl,middle,front_leg,1592837575
29,AdolescentCrispGallinule,epee,fotr,fotr_half,front_arm,1592837630
30,DefenselessQueasyGermanpinscher,epee,fotr,middle,hand,1592970226
31,EasygoingBlandFlicker,epee,fotl,fotr_half,front_arm,1593006363
32,UniqueWaryAfricanfisheagle,epee,fotr,middle,foot,1593096925
33,SnappyOnlyHorsemouse,epee,fotl,fotr_half,torso,1593181027
34,ExaltedBossyKookaburra,epee,fotl,middle,front_arm,1593441091
35,GaseousBrightJellyfish,epee,fotr,middle,torso,1593530768
36,ImmenseWhirlwindCanine,epee,fotr,middle,torso,1593612967
37,WeepyOrnateHamster,epee,fotr,fotl_half,front_arm,1593778604
38,SlipperyTestyLacewing,epee,fotr,middle,front_arm,1593865458
39,AbandonedDimwittedBlackfly,epee,fotr,middle,front_arm,1593909320
40,PalatableMadeupCats,epee,fotl,fotr_half,torso,1593957587
41,BitesizedGentleAmericanavocet,epee,fotl,fotl_warning_box,front_arm,1594042431
42,CoolDevotedDog,epee,fotr,middle,hand,1594125710
43,FearlessGoodBluebottlejellyfish,epee,fotl,fotl_half,front_arm,1594214921
44,MasculineKnobbyGreatargus,epee,fotr,middle,torso,1594298007
45,DishonestSandyBobwhite,epee,fotl,middle,torso,1594471706
46,SpicySaneLacewing,epee,fotl,fotr_warning_box,torso,1594564225
47,ComplexZealousHadrosaurus,epee,neither,middle,torso,1594660417
48,AbleShowyCaecilian,epee,fotl,fotr_warning_box,torso,1594739029
49,IncompatibleLeanGreathornedowl,epee,fotr,middle,torso,1594762644
50,DeadlyElectricBorderterrier,epee,fotr,middle,front_arm,1594762715
51,CautiousIdealisticAcouchi,epee,fotr,fotl_half,front_arm,1594762762
52,UnawareWelcomeGlassfrog,epee,fotr,fotl_half,front_leg,1594762814
53,OptimisticConstantAssassinbug,epee,fotr,middle,hand,1594762864
54,EnergeticWillingFlyingfish,epee,fotr,middle,foot,1594762962
55,WarmTightCaracal,epee,fotr,middle,torso,1594763000
56,PleasantScornfulCavy,epee,fotl,middle,front_arm,1594763060
57,DifficultCelebratedIchthyostega,epee,fotl,fotl_half,torso,1594763207
58,EcstaticRemorsefulArgali,epee,fotl,middle,front_arm,1594763268
59,FearlessPerfectEwe,epee,fotr,middle,torso,1594763313
60,DeliriousFaithfulAlpaca,epee,fotl,fotr_half,head,1594902103
61,GoodCornyAfricanwilddog,epee,fotr,middle,torso,1594996409
62,HeartyFemaleGrayfox,sabre,fotl,middle,head,1595004175
63,FlatShrillIndianhare,sabre,fotr,fotl_warning_box,torso,1595004497
64,InferiorEachBackswimmer,epee,fotr,fotl_warning_box,torso,1595095878
65,AffectionateWigglyBluetickcoonhound,epee,fotl,middle,front_arm,1595164385
66,WateryShinyBagworm,sabre,fotr,middle,front_arm,1595345820
67,PassionateOffbeatFairybluebird,epee,fotr,middle,torso,1595364591
68,SnappyBaggyGodwit,epee,fotl,fotr_half,front_leg,1595417316
69,WaryThirstyAnt,epee,fotl,middle,torso,1595509928
70,ShockedEasyIndri,epee,fotr,middle,torso,1595565754
71,ShockedEasyIndri,epee,fotr,middle,torso,1595565799
72,CarefreeChubbyFinnishspitz,epee,fotl,fotr_half,torso,1595565952
73,LeanUnconsciousGreyhounddog,epee,fotr,middle,torso,1595566085
74,IllClearcutHawk,epee,fotr,middle,torso,1595566139
75,IllfatedOrangeBeagle,epee,fotr,fotr_half,front_arm,1595566302
76,OrnateFelineLeopardseal,epee,fotr,fotl_warning_box,head,1595566791
77,ElasticDefiantAmazondolphin,epee,fotl,fotr_half,torso,1595566865
78,FreeRepentantAbyssiniancat,epee,fotl,middle,torso,1595566984
79,FrayedPracticalAmphibian,sabre,fotr,middle,torso,1595570751
80,ThreadbareThirdIggypops,sabre,fotr,fotl_half,hand,1595584715
81,MetallicHighAlbertosaurus,epee,fotl,middle,front_arm,1595592979
82,MetallicHighAlbertosaurus,epee,fotl,fotl_half,torso,1595593003
83,WeirdWaryCoyote,epee,fotr,fotr_half,front_arm,1595593073
84,PoliticalQuarrelsomeAnnashummingbird,epee,fotl,middle,front_arm,1595593153
85,ImmenseReliableAsp,epee,fotl,fotr_half,front_leg,1595604693
86,FailingPassionateGadwall,sabre,fotr,middle,hand,1595605174
87,GlitteringFriendlyGannet,sabre,fotr,fotl_warning_box,torso,1595605218
88,MadeupHilariousGar,epee,fotl,fotl_warning_box,front_arm,1595605493
89,SpicyFearfulGar,sabre,fotl,middle,torso,1595606402
90,MildFrightenedAssassinbug,epee,fotl,middle,torso,1595611368
91,MelodicQuarrelsomeIaerismetalmark,epee,fotr,fotl_half,torso,1595618547
92,FearfulClearBeagle,epee,fotr,fotl_half,front_leg,1595627622
93,ResponsibleRecklessBushbaby,epee,fotr,fotl_warning_box,front_arm,1595628817
94,SpryLegitimateInvisiblerail,epee,neither,fotr_half,front_arm,1595628861
95,PeacefulDimBarb,epee,fotr,fotr_half,head,1595628885
96,FluidPointedIridescentshark,epee,fotr,middle,torso,1595628914
97,MilkyNeighboringGreathornedowl,epee,fotl,middle,torso,1595628941
98,NeglectedSpanishCavy,epee,fotr,fotl_half,front_arm,1595628973
99,ZanyImpeccableIndianskimmer,epee,fotl,fotr_half,front_arm,1595629013
0,DisfiguredSorrowfulAmericanblackvulture,epee,fotl,fotr_half,torso,1603379789
1,MaleCharmingCub,sabre,fotr,middle,torso,1603456629
2,DelayedDefenselessArctichare,sabre,neither,middle,head,1603456695
3,UnrealisticElaborateAlligator,sabre,fotl,middle,torso,1603456741
4,PointedFrighteningCurlew,foil,,fotl_warning_box,torso,1603460037
5,ElderlyForthrightFerret,epee,fotr,fotr_warning_box,torso,1603465908
6,SmallMeekInganue,epee,fotr,fotr_half,torso,1603465961
7,FreeDirectAdder,sabre,fotl,middle,front_arm,1603468572
8,PartialImmediateGreatargus,sabre,fotr,fotl_warning_box,hand,1603479584
9,ActualBlackHamadryad,epee,fotr,fotl_half,torso,1603479627
10,TightMilkyDouglasfirbarkbeetle,epee,fotr,fotr_half,torso,1603479674
11,BowedPeacefulAmericanmarten,epee,fotr,fotl_half,foot,1603479717
12,CreepyHollowBinturong,epee,fotr,middle,front_arm,1603479770
13,DefinitePolishedGrasshopper,sabre,fotr,fotl_half,front_arm,1603485350
14,WindyPlainKid,epee,fotl,middle,foot,1603500619
15,AridFluidGadwall,epee,fotr,fotl_half,front_arm,1603500733
16,ActualFreeGuppy,sabre,fotr,middle,torso,1603501233
17,ElderlyFrailHermitcrab,sabre,fotr,middle,hand,1603501257
18,MassiveOrganicArgali,epee,fotl,fotr_half,front_leg,1603501388
19,FaithfulPertinentGenet,epee,fotr,fotl_half,front_arm,1603501481
20,PointlessPortlyApe,epee,,fotl_warning_box,foot,1603541486
21,AlarmingDazzlingDoe,epee,fotl,fotr_half,front_leg,1603574875
22,AromaticCelebratedBlackbuck,epee,fotl,middle,torso,1603625810
23,ShockingSickGrackle,epee,fotr,fotl_half,torso,1603646158
24,SpecificFickleArrowcrab,sabre,fotl,fotl_half,front_arm,1603646203
25,BitterDefiantHarrierhawk,epee,fotl,middle,front_leg,1603646247
26,UnconsciousNimbleAmericanindianhorse,epee,fotl,fotl_half,torso,1603646299
27,OrnateRelievedLcont,epee,fotl,middle,torso,1603646334
28,AromaticFlippantIndianhare,epee,fotl,middle,torso,1603646375
29,SilverOptimalGalah,epee,fotl,fotr_warning_box,torso,1603671629
30,SpecificGreenAlbino,epee,fotl,fotr_half,torso,1603723839
31,HeartfeltBossyChinchilla,epee,fotl,fotr_half,foot,1603806456
32,UglyWideeyedApatosaur,epee,fotr,middle,front_arm,1603895376
33,RespectfulInexperiencedFlycatcher,sabre,fotl,middle,front_arm,1603980341
34,SpicyPrestigiousBordercollie,sabre,fotr,middle,front_arm,1604023697
35,AbleIdealisticIndianringneckparakeet,epee,fotr,fotl_half,torso,1604023732
36,PassionateChillyCaribou,sabre,fotl,middle,torso,1604067550
37,AlarmingEnergeticAfricanfisheagle,epee,fotl,fotl_half,front_arm,1604104796
38,UnselfishPertinentBuck,epee,fotl,middle,torso,1604149693
39,ShoddyKaleidoscopicAtlanticblackgoby,epee,fotl,fotr_warning_box,front_arm,1604238409
40,SpeedyGrandioseAfricanelephant,epee,fotl,fotr_half,torso,1604335527
41,AppropriateHospitableAmurstarfish,epee,fotr,fotr_half,torso,1604420489
42,ShallowAncientCrownofthornsstarfish,sabre,fotl,middle,head,1604499584
43,MetallicRevolvingIvorygull,epee,,fotl_warning_box,hand,1604501144
44,IllinformedObviousDuiker,epee,fotr,fotl_warning_box,hand,1604501152
45,SpottedShadowyAnnelida,epee,fotl,middle,torso,1604672857
46,ImmenseLeadingHypsilophodon,sabre,fotr,middle,front_arm,1604887335
47,SnappyWaryIndianrockpython,epee,fotr,fotl_half,front_arm,1604924408
48,BowedAggressiveElk,epee,fotr,fotl_half,torso,1605017802
49,DarlingPlainLiger,sabre,fotr,middle,torso,1605104679
50,CanineAlertCentipede,epee,fotr,fotl_half,foot,1605279097
51,GoodHeavenlyGrayreefshark,epee,fotl,middle,front_leg,1605365556
52,HarmoniousConsiderateCaterpillar,epee,fotl,fotr_half,torso,1605449410
53,PleasedWeepyAmphibian,epee,fotl,fotr_warning_box,torso,1605499662
54,PlumpDetailedArmyworm,sabre,fotr,fotl_half,head,1605499790
55,CarelessReasonableIndianrhinoceros,epee,fotr,fotr_warning_box,torso,1605499822
56,BaggyTotalKodiakbear,epee,fotl,middle,front_leg,1605500006
57,AridMediumIcterinewarbler,epee,fotl,fotr_half,hand,1605541505
58,BackNeighboringIaerismetalmark,epee,fotr,middle,front_arm,1605625385
59,LastingDefenselessKillerwhale,epee,fotl,middle,front_leg,1605716684
60,WelloffShrillGoa,epee,fotl,fotl_half,back_leg,1605803048
61,AnyTallBarnowl,epee,fotl,fotr_half,torso,1605882987
62,ShockingDenseGermanspaniel,epee,fotl,middle,front_arm,1605935045
63,FailingTautHen,epee,fotl,middle,torso,1605935098
64,SecondKindheartedGraysquirrel,sabre,fotr,middle,front_arm,1605935132
65,InsistentAdventurousGelding,epee,fotr,fotl_half,front_arm,1605966962
66,BronzeComfortableHorsefly,epee,fotr,fotl_half,torso,1606054955
67,MeatyOddballCanvasback,sabre,fotr,fotl_half,torso,1606152312
68,ForcefulTalkativeLemming,epee,fotr,fotl_half,torso,1606227890
69,PointlessYawningArgentineruddyduck,sabre,fotl,fotr_half,front_arm,1606288707
70,NeedyDiscreteArcticwolf,epee,fotr,fotl_half,front_leg,1606288754
71,SneakyBriefDiamondbackrattlesnake,epee,fotr,fotl_warning_box,torso,1606401032
72,JoyfulNegativeEelelephant,epee,fotr,middle,torso,1606493545
73,KnobbySlipperyAmericanrobin,epee,fotl,middle,hand,1606510827
74,HairyDearDutchsmoushond,sabre,fotl,middle,front_arm,1606572148
75,IncredibleThisFallowdeer,sabre,fotl,fotr_half,front_arm,1606762986
76,HollowPepperyArieltoucan,sabre,fotl,middle,torso,1606782263
77,AridFrankBernesemountaindog,sabre,fotr,middle,torso,1606782346
78,SphericalWickedArcticseal,epee,fotl,middle,torso,1606843131
79,OrnateFelineGoa,epee,fotl,middle,front_arm,1606919800
80,InconsequentialCharmingFrenchbulldog,epee,fotl,fotr_half,torso,1606919895
81,BruisedPartialHorseshoecrab,epee,fotr,middle,foot,1607010115
82,LimpEdibleAngelwingmussel,sabre,fotr,middle,head,1607095780
83,OffensiveEducatedAmericanbulldog,foil,fotl,fotr_half,torso,1607183732
84,TotalConventionalLeafwing,epee,fotr,fotr_warning_box,torso,1607266479
85,AnotherReliableAfricanfisheagle,sabre,fotr,fotl_warning_box,torso,1607359329
86,RepulsiveSlightHedgehog,epee,fotr,fotr_half,front_leg,1607538737
87,CreepyGlaringBlackbird,foil,fotl,middle,torso,1607615124
88,WanFoolhardyGrayfox,sabre,fotr,middle,front_arm,1607703726
89,AgitatedBeneficialHalcyon,epee,fotr,fotr_half,torso,1607789539
90,ClumsyZanyAstarte,epee,fotl,fotr_half,hand,1607963556
91,ImmaterialVictoriousGreatargus,epee,fotl,fotr_warning_box,torso,1608137541
92,TatteredJointBarnswallow,foil,fotl,middle,torso,1608216785
93,DelectableVelvetyCoati,foil,fotr,fotr_half,torso,1608308645
94,FantasticImpassionedHellbender,epee,fotr,fotl_half,torso,1608475105
95,FluidSoggyGallowaycow,epee,fotl,fotl_half,hand,1608528977
96,AbandonedBasicJavalina,epee,fotl,fotr_half,torso,1608575729
97,VainHandyElephantbeetle,sabre,fotr,middle,torso,1608650498
98,VillainousEasygoingBird,epee,fotr,fotl_warning_box,front_arm,1608689786
99,LiquidBewitchedBoto,epee,fotl,middle,foot,1608739051
0,ColdRingedGalah,epee,fotr,middle,torso,1608832320
1,GratefulShadowyAmericanwigeon,epee,fotl,fotr_half,torso,1608908116
2,CaringFickleHornet,sabre,fotr,fotl_half,torso,1608993957
3,HappySpottedGreendarnerdragonfly,epee,fotl,fotl_half,torso,1609078969
4,FluidHorribleGrosbeak,epee,fotr,fotl_half,torso,1609168638
5,IllNearAustrianpinscher,epee,fotl,fotl_half,torso,1609267117
6,GeneralHomelyFrog,sabre,fotr,middle,head,1609341553
7,ShoddySleepyDeviltasmanian,sabre,fotl,middle,torso,1609364002
8,HopefulPiercingAnnelid,sabre,,fotl_warning_box,hand,1609364033
9,RespectfulLameEasternnewt,epee,fotl,middle,torso,1609364070
10,CavernousGoodBluebottle,epee,fotr,middle,torso,1609426342
11,ShoddyHarmoniousCrocodileskink,epee,fotr,fotl_half,front_arm,1609516949
12,IdealSpryBison,epee,fotl,middle,hand,1609539668
13,HappygoluckyElectricAnura,epee,fotl,fotl_warning_box,back_leg,1609605102
14,BriefHighlevelGodwit,epee,fotl,middle,front_arm,1609686904
15,BlankDearGreatargus,foil,fotl,fotr_half,head,1609722174
16,GentleGentleIcelandicsheepdog,epee,fotr,fotl_warning_box,torso,1609872159
17,HairyAgedDassie,epee,fotl,fotl_half,torso,1609934781
18,ShorttermGrizzledLeech,sabre,fotl,middle,head,1609934814
19,WhichDizzyBackswimmer,epee,fotl,fotl_half,front_leg,1609946723
20,DismalImmediateAlleycat,epee,fotl,fotr_half,front_leg,1610031456
21,ScornfulWeeCleanerwrasse,sabre,fotl,fotl_half,torso,1610135335
22,IdealSardonicDuckbillplatypus,epee,fotl,fotr_warning_box,torso,1610208064
23,SplendidFearfulHornedviper,epee,fotr,fotr_warning_box,front_arm,1610289097
24,HatefulJubilantKillifish,sabre,fotl,fotr_warning_box,hand,1610358830
25,ShallowWideIaerismetalmark,epee,fotr,fotr_warning_box,torso,1610379605
26,ZanyLastingArmednylonshrimp,epee,fotl,fotr_half,head,1610464372
27,SameHandyChick,epee,fotl,middle,back_leg,1610563078
28,FocusedLavishDrake,epee,fotl,middle,torso,1610639278
29,LameIncompleteGazelle,epee,fotl,fotr_warning_box,torso,1610811342
30,VeneratedCheeryAmericancrayfish,epee,fotr,fotl_half,torso,1610894476
31,FrightenedOilyDarwinsfox,epee,fotl,fotr_half,torso,1610990570
32,UnnaturalGrotesqueIndianpangolin,epee,,fotl_warning_box,hand,1611081477
33,UnnaturalGrotesqueIndianpangolin,epee,fotr,fotl_warning_box,hand,1611106460
34,UnnaturalGrotesqueIndianpangolin,epee,fotr,fotl_warning_box,hand,1611144311
35,ValuableWhichBluemorphobutterfly,epee,fotr,fotl_half,torso,1611149455
36,PaleShamelessGerenuk,epee,fotr,fotl_warning_box,foot,1611149696
37,BreakableShorttermAttwatersprairiechicken,foil,fotr,fotl_half,torso,1611153581
38,OrdinaryEvilAardwolf,epee,fotr,fotr_half,front_arm,1611247718
39,SafeAgitatedIberianmidwifetoad,sabre,fotl,fotr_half,front_arm,1611326037
40,BeautifulHollowFowl,epee,fotr,middle,torso,1611435733
41,DapperEmbellishedAidi,epee,fotr,fotl_half,torso,1611497717
42,GiftedSphericalCats,epee,fotl,fotr_warning_box,front_leg,1611527450
43,RipeGenerousCowrie,epee,fotl,middle,torso,1611527500
44,CreativeWavyAfricangroundhornbill,epee,fotl,fotl_warning_box,back_leg,1611582103
45,OrneryNaiveAfricanhornbill,epee,neither,fotl_warning_box,torso,1611582138
46,ForcefulWelcomeKouprey,epee,fotr,fotl_warning_box,front_leg,1611582160
47,KindheartedMilkyCoyote,epee,fotr,fotl_warning_box,torso,1611582197
48,AdoredCompetentGyrfalcon,epee,fotl,fotl_warning_box,hand,1611587185
49,WealthyWideCowrie,epee,fotr,middle,front_arm,1611614151
50,FittingUnselfishAmericanbittern,epee,fotr,fotl_half,torso,1611674423
51,AstonishingTemptingBrant,epee,fotl,fotr_warning_box,torso,1611730815
52,SparklingOrdinaryAmazontreeboa,epee,fotl,fotr_half,torso,1611730874
53,AdeptInnocentJerboa,epee,fotl,fotr_warning_box,torso,1611730946
54,SmoggySolidKoala,epee,fotl,middle,front_arm,1611730997
55,WealthyWealthyFly,epee,fotr,fotl_warning_box,torso,1611731040
56,CarefreeChubbyFinnishspitz,epee,fotl,fotr_half,torso,1611731070
57,SarcasticRegalBrahmancow,epee,fotr,fotl_warning_box,front_arm,1611731138
58,GiantSkeletalDrake,epee,fotr,fotl_half,torso,1611731202
59,WeeklyCheerfulAfricanporcupine,epee,fotr,fotl_warning_box,torso,1611731258
60,HopefulDependentGrayfox,epee,fotl,fotl_half,torso,1611731302
61,ObeseCoolBooby,epee,fotr,fotl_half,torso,1611731336
62,FlickeringEntireAnnelid,epee,fotl,fotr_half,torso,1611731415
63,WideeyedDiligentHyracotherium,epee,fotl,fotr_warning_box,torso,1611760536
64,WhirlwindFavoriteCleanerwrasse,sabre,fotr,fotl_half,head,1611845051
65,SentimentalDecimalAnkolewatusi,epee,,fotl_half,torso,1611904419
66,SadKeyIntermediateegret,epee,fotl,fotr_half,torso,1611937976
67,InfantileShamelessAnophelesmosquito,foil,fotl,fotr_half,torso,1612025052
68,AncientCoarseCrow,epee,fotr,fotl_warning_box,torso,1612101737
69,GoldenPastBergerpicard,epee,fotr,fotl_half,front_arm,1612196657
70,BlandGorgeousBluet,epee,fotl,middle,torso,1612219502
71,FluffyPlaintiveIncatern,foil,fotr,middle,torso,1612219597
72,ScarceDifferentIvorybackedwoodswallow,epee,fotl,fotl_half,torso,1612219690
73,SmugEsteemedHalcyon,sabre,fotr,middle,hand,1612280604
74,SlimAcidicHorsemouse,epee,fotr,middle,front_arm,1612370496
75,WhimsicalIlliterateAmericanblackvulture,sabre,fotl,middle,head,1612450826
76,FamousAffectionateAgama,sabre,fotl,fotr_half,torso,1612537694
77,AlertUnpleasantBorer,epee,fotr,fotl_warning_box,front_arm,1612623326
78,MessySlipperyAnophelesmosquito,epee,fotl,fotl_half,torso,1612704876
79,FalseQuaintBuffalo,sabre,fotr,fotl_half,torso,1612799006
80,ThickOrdinaryArcticseal,epee,fotl,fotr_half,torso,1612883430
81,UnfortunateGrouchyAquaticleech,epee,fotl,middle,torso,1612883443
82,SafeAthleticLemur,epee,fotl,fotr_half,torso,1612972370
83,ImpoliteFixedHarrier,epee,fotr,fotl_half,torso,1613062130
84,OnlyGrandGavial,epee,fotl,middle,head,1613141872
85,BrownWellgroomedGonolek,foil,fotr,middle,torso,1613317578
86,ElatedFrightenedAmericancreamdraft,foil,fotl,middle,torso,1613399140
87,ChillyDopeyBluegill,sabre,fotl,middle,head,1613551949
88,SourTameCatbird,epee,fotl,fotr_half,front_arm,1613553019
89,AbleIllBluemorphobutterfly,sabre,fotr,middle,head,1613553092
90,ElaborateGleefulLarva,sabre,,fotl_warning_box,hand,1613662772
91,CarefreeFirmCygnet,epee,fotr,middle,front_arm,1613662826
92,MagnificentUnconsciousAmericanbobtail,epee,fotr,fotl_warning_box,front_arm,1613662902
93,InsidiousIllegalEidolonhelvum,epee,fotl,middle,hand,1613663282
94,WellwornKindAvians,sabre,fotl,fotr_half,torso,1613663326
95,UnlinedPleasingKoalabear,sabre,fotl,middle,hand,1613663360
96,BlandGorgeousBluet,epee,fotl,middle,front_arm,1613663428
97,LimpGiganticArgentinehornedfrog,epee,neither,fotl_half,hand,1613663473
98,FatFarawayChital,epee,fotl,middle,torso,1613663566
99,FatFarawayChital,epee,fotl,middle,torso,1613663566
0,UltimateGlitteringHeifer,sabre,fotr,middle,front_arm,1613663593
1,VigorousDishonestAfricanwilddog,epee,,fotl_warning_box,hand,1613663602
2,SelfishPeacefulAfricanbushviper,sabre,fotr,fotl_half,front_arm,1613663658
3,CheapObeseAlbertosaurus,sabre,fotl,middle,front_arm,1613760905
4,HorribleUnsteadyCrossbill,sabre,fotl,middle,front_arm,1613760960
5,SafeSphericalEasternnewt,epee,fotr,middle,front_arm,1613760995
6,OrneryCautiousCuttlefish,sabre,fotl,fotr_half,torso,1613761022
7,PracticalKlutzyEeve,epee,fotr,fotl_warning_box,front_arm,1613761077
8,MajorSpicyCusimanse,epee,fotr,fotr_half,torso,1613761112
9,UnfitHeartyEider,epee,fotl,fotr_warning_box,hand,1613761149
10,PositiveBlissfulBlackfish,epee,fotl,middle,torso,1613761230
11,GaseousDimwittedEidolonhelvum,epee,fotl,middle,torso,1613818726
12,AptPlayfulHind,epee,fotr,middle,front_leg,1613818746
13,BouncyNimbleFanworms,epee,fotl,middle,front_leg,1613818807
14,EssentialTiredKingsnake,epee,fotr,fotl_half,hand,1613818828
15,BigSparklingHart,epee,fotr,fotl_half,head,1613818871
16,JealousDimpledJellyfish,sabre,fotr,fotl_half,torso,1613818915
17,ReflectingCourageousFlickertailsquirrel,epee,fotr,middle,hand,1613818943
18,MellowDarkDavidstiger,foil,fotr,fotr_half,torso,1613818978
19,PitifulHastyAlaskanmalamute,epee,fotl,fotl_half,front_arm,1613819003
20,SpiritedSophisticatedArmedcrab,epee,fotr,fotl_half,front_arm,1613819036
21,IdleFabulousIraniangroundjay,epee,fotr,middle,front_arm,1613819076
22,FewLankyAmazonparrot,foil,fotr,middle,torso,1613841235
23,EssentialJovialArmyant,epee,fotr,fotl_half,torso,1613917247
24,SpryMeatyHapuka,epee,fotr,fotl_warning_box,front_arm,1614007025
25,ParchedDamagedAiredale,epee,fotr,middle,front_arm,1614092353
26,HalfLoathsomeBillygoat,sabre,fotl,middle,front_arm,1614262414
27,SentimentalRemarkableBluetonguelizard,epee,fotr,middle,front_leg,1614413124
28,TheseBewitchedKawala,epee,fotl,fotr_half,front_arm,1614413166
29,CraftyTatteredKestrel,epee,fotl,middle,front_arm,1614413382
30,SociableDearLeopard,epee,fotr,fotl_warning_box,front_arm,1614413417
31,HealthyPopularAdmiralbutterfly,epee,fotr,fotr_half,front_arm,1614413460
32,IgnorantCreamyCapeghostfrog,epee,fotl,fotr_half,front_leg,1614413485
33,DeepBadInsect,epee,fotr,middle,hand,1614413518
34,TameAnyConey,sabre,fotr,middle,front_arm,1614413542
35,NecessaryMelodicHatchetfish,epee,fotl,middle,front_arm,1614413563
36,DentalNippyHorsefly,epee,fotr,middle,front_arm,1614413605
37,IncredibleWhichCarpenterant,foil,fotr,middle,torso,1614413639
38,RespectfulGreenDeer,epee,fotl,fotr_half,foot,1614413661
39,LiveThinGadwall,epee,fotr,fotl_half,torso,1614413708
40,HarmoniousMeekLeafbird,sabre,fotl,fotr_warning_box,back_arm,1614413730
41,NecessaryLastAtlanticridleyturtle,epee,fotl,middle,front_arm,1614413805
42,ScornfulBleakGoat,epee,fotl,fotr_half,hand,1614413865
43,TameCreativeAmericanbobtail,epee,fotr,middle,head,1614413919
44,DemandingAmbitiousAuklet,epee,fotr,fotl_half,torso,1614413954
45,SmugWelloffAmurratsnake,epee,fotr,middle,back_arm,1614519392
46,ClassicFarBarebirdbat,sabre,fotr,middle,front_arm,1614519513
47,OldfashionedFluidAmazontreeboa,sabre,fotr,fotr_half,torso,1614519578
48,AntiqueCrispCentipede,epee,fotl,fotr_half,front_arm,1614520065
49,ArtisticIdolizedAmericanindianhorse,epee,fotr,fotl_half,front_arm,1614597041
50,OrnateGracefulBrahmanbull,foil,fotl,middle,torso,1614597141
51,QualifiedShadowyBighornsheep,epee,fotl,fotr_warning_box,front_arm,1614597172
52,SinfulBetterImpala,epee,fotr,middle,front_arm,1614601515
53,FreeShabbyGentoopenguin,foil,fotl,fotr_warning_box,torso,1614606210
54,WhirlwindUnhappyGoosefish,epee,neither,middle,hand,1614608826
55,ImmediateUniqueBrahmanbull,foil,fotl,fotr_warning_box,torso,1614608884
56,VillainousFixedIberianbarbel,epee,fotl,middle,head,1614608997
57,ParallelWearyKillifish,epee,fotr,middle,torso,1614610011
58,FrightenedTidyGypsymoth,epee,fotl,middle,torso,1614610029
59,DeadDaringBobwhite,epee,fotr,middle,front_arm,1614785752
60,DeadlyPrestigiousInchworm,epee,fotl,fotl_half,front_arm,1614804363
61,CompassionateRigidBass,epee,fotl,fotl_warning_box,hand,1614828434
62,GrizzledIgnorantIchthyostega,epee,fotl,middle,front_arm,1614953903
63,UncommonCompleteBassethound,sabre,fotl,middle,front_arm,1615045105
64,RevolvingGiganticAfricanharrierhawk,epee,fotr,fotl_half,front_leg,1615124571
65,HonestZigzagBetafish,sabre,fotl,middle,front_arm,1615124605
66,ConsciousOccasionalCleanerwrasse,foil,fotl,middle,torso,1615124636
67,KaleidoscopicFragrantInvisiblerail,epee,fotr,fotl_warning_box,front_arm,1615124667
68,EdibleDearHound,foil,fotl,fotr_half,torso,1615124694
69,EcstaticAliveBullmastiff,sabre,fotl,middle,front_arm,1615124715
70,HelplessFondGiraffe,epee,fotl,fotl_half,front_arm,1615124749
71,MeatyTameButterfly,foil,fotl,fotr_half,torso,1615215186
