,stats_id,weapon,initiated,strip_location,body_location,created_date
50,HorribleUnitedAnaconda,foil,fotl,middle,,1622509619
51,AcclaimedAchingHydra,foil,fotl,fotr_half,,1622511193
52,ElectricSecondaryBedlingtonterrier,foil,fotl,middle,,1622511742
53,BlackSecondDodo,foil,fotr,fotl_half,,1622517577
54,ConventionalLiquidBee,foil,fotl,middle,,1622527352
55,ChubbySnivelingDuckbillcat,foil,fotl,fotr_warning_box,,1622537527
56,SerpentineRealisticAdouri,foil,fotr,middle,,1622541689
57,MemorablePowerlessAnemone,foil,fotr,fotl_half,,1622544892
58,MammothViciousDogwoodclubgall,foil,fotr,,,1622545157
59,ZigzagUnitedAfricanharrierhawk,foil,,,,1622545406
60,DampEllipticalCoypu,foil,fotr,fotl_warning_box,,1622552723
61,DampEllipticalCoypu,foil,fotr,fotl_warning_box,,1622552724
62,DampEllipticalCoypu,foil,fotr,fotl_warning_box,,1622552724
63,AdventurousCommonBat,foil,fotl,middle,,1622564145
64,BarrenPessimisticAardwolf,foil,fotl,fotr_warning_box,,1622567520
65,PlushParchedAnemone,foil,fotr,fotl_half,,1622567636
66,AnimatedFreeIbis,foil,fotr,fotl_warning_box,,1622568282
67,CavernousImpressionableFieldmouse,foil,fotr,fotl_half,,1622568724
68,EnergeticSecondaryIggypops,foil,fotl,middle,,1622569319
69,TemptingScratchyFlee,foil,fotl,fotr_half,,1622578560
70,BreakableCoordinatedJaguarundi,foil,fotr,middle,,1622610206
71,EsteemedJitteryGarpike,foil,fotl,middle,,1622627875
72,RashHatefulDiplodocus,foil,fotr,middle,,1622628064
73,ShinyRequiredBlacknorwegianelkhound,foil,fotl,middle,,1622641358
74,BeneficialPlasticLacewing,foil,fotl,middle,,1622643057
75,CompetentAmpleKouprey,foil,fotl,middle,,1622643173
76,PalatablePowerfulDrake,foil,fotr,middle,,1622643337
77,OrderlyDeafeningApisdorsatalaboriosa,foil,fotr,middle,,1622643539
78,AggressiveBleakFugu,foil,fotl,fotr_half,,1622645726
79,RightOfficialGermanspaniel,foil,neither,,,1622664873
80,LeftActiveHake,foil,fotr,middle,,1622682368
81,SadWholeAltiplanochinchillamouse,foil,fotr,middle,,1622689292
82,RedEachArgusfish,foil,fotl,middle,,1622689619
83,SlipperyReadyBlackfish,foil,fotl,fotr_half,,1622690795
84,ElderlyForcefulGerenuk,foil,fotr,middle,,1622692572
85,ExcellentDazzlingFinwhale,foil,fotr,fotl_warning_box,,1622696964
86,CapitalAdeptAuk,foil,fotr,fotr_half,,1622697299
87,CapitalAdeptAuk,foil,fotr,fotr_half,,1622697300
88,SaltyRealFairyfly,foil,fotl,fotl_half,,1622697704
89,SaltyRealFairyfly,foil,fotl,fotl_half,,1622697705
90,BruisedQuickAnaconda,foil,fotl,middle,,1622698017
91,PopularIlliterateHawk,foil,fotr,fotl_half,,1622698024
92,TimelyImpoliteAfghanhound,foil,neither,,,1622698279
93,IllegalUnknownAfricangroundhornbill,foil,fotr,fotl_half,,1622700046
94,CornyNaiveBactrian,foil,fotl,middle,,1622701357
95,ImpurePessimisticCirriped,foil,,,,1622705340
96,KlutzyPracticalFantail,foil,fotr,fotl_half,,1622708979
97,BareDismalAmericancreamdraft,foil,fotr,middle,,1622709728
98,ShockedHonoredDevilfish,foil,,,,1622709980
99,QuarrelsomeLividArmednylonshrimp,foil,,,,1622717041
0,CostlyRawCivet,foil,fotr,middle,,1622720323
1,ImperturbableUntimelyAmericancreamdraft,foil,neither,,,1622724630
2,GleamingFaintArizonaalligatorlizard,foil,fotr,middle,,1622743396
3,MixedCautiousBumblebee,foil,fotl,fotr_half,,1622749427
4,SpiffyEmbellishedIndigobunting,foil,fotr,fotl_half,,1622749598
5,AjarScentedDog,foil,fotr,fotr_half,,1622749719
6,EssentialDefiniteChinesecrocodilelizard,foil,fotr,,,1622751242
7,SlightAnchoredFrenchbulldog,foil,fotl,fotr_half,,1622779872
8,PresentLeafyChamois,foil,fotr,fotl_warning_box,,1622780352
9,NegativeHopefulIndianrhinoceros,foil,fotl,fotr_warning_box,,1622783221
10,NegativeHopefulIndianrhinoceros,foil,fotl,fotr_warning_box,,1622783222
11,LastPlasticIndochinahogdeer,foil,fotl,fotl_warning_box,,1622793039
12,InsidiousHonoredGermanspitz,foil,fotl,fotl_half,,1622814335
13,AbandonedTanFritillarybutterfly,foil,fotr,fotl_half,,1622830214
14,SoupyFragrantHoneybee,foil,fotr,middle,,1622830366
15,SlimyIdleAnnelida,foil,,,,1622830750
16,RelievedCandidHarborseal,foil,,,,1622831315
17,MindlessSelfassuredAfricanaugurbuzzard,foil,,,,1622831641
18,MindlessSelfassuredAfricanaugurbuzzard,foil,,,,1622831642
19,LivelyNauticalCony,foil,fotr,middle,,1622836121
20,FortunateDistantAlligator,foil,fotl,fotr_half,,1622836308
21,FarawayShyDikkops,foil,,,,1622836605
22,HarshHeartyElkhound,foil,fotl,fotr_half,,1622845134
23,VictoriousHarmlessAmericanmarten,foil,fotr,fotl_half,,1622847762
24,RareGorgeousDegu,foil,fotl,fotr_half,,1622853810
25,RareGorgeousDegu,foil,fotl,fotr_half,,1622853811
26,FakeGiganticLeafbird,foil,fotl,fotr_warning_box,,1622854078
27,FakeGiganticLeafbird,foil,fotl,fotr_warning_box,,1622854079
28,OpenSandyHare,foil,fotr,fotr_half,,1622858735
29,VigorousDapperGartersnake,epee,neither,middle,torso,1622863594
30,CavernousBigIrishdraughthorse,epee,fotr,fotl_half,hand,1622863637
31,BestCleanCats,epee,fotr,fotl_warning_box,torso,1622863676
32,IncredibleAchingKoi,foil,fotr,fotl_half,,1622864793
33,IllfatedBlissfulHoopoe,foil,fotl,fotr_warning_box,,1622868570
34,NervousHappygoluckyJaeger,foil,fotr,fotr_half,,1622873643
35,BackUnknownGalapagoshawk,foil,fotr,fotl_half,,1622873955
36,ImaginativeGenuineAlbertosaurus,foil,fotl,middle,,1622903200
37,ImaginativeGenuineAlbertosaurus,foil,fotl,middle,,1622903201
38,GreedyFarflungInsect,foil,fotr,fotl_warning_box,,1622903444
39,GreedyFarflungInsect,foil,fotr,fotl_warning_box,,1622903445
40,ExcellentAdorableHousefly,foil,fotr,fotl_half,,1622908398
41,DentalPortlyHypacrosaurus,foil,fotl,middle,,1622916692
42,GlisteningDecisiveBlesbok,foil,fotl,middle,,1622916957
43,VibrantHardAnnelid,foil,fotl,middle,,1622917230
44,FlawedAdorableEquine,foil,,,,1622920363
45,WideeyedLongBudgie,foil,fotl,fotr_half,,1622930643
46,JitteryHandsomeItalianbrownbear,foil,fotl,fotl_half,,1622950001
47,GiftedUnsungIrrawaddydolphin,foil,neither,middle,,1622955606
48,BeneficialFeistyJoey,foil,fotr,fotr_half,,1622961117
49,BossyLiveDassie,foil,fotl,fotr_warning_box,,1622961315
50,DisfiguredZealousBushsqueaker,foil,fotr,fotl_warning_box,,1623002052
51,GreatAbandonedAmericanratsnake,foil,neither,middle,,1623017805
52,AggressiveFlimsyAegeancat,foil,neither,fotl_warning_box,,1623018193
53,BlackandwhiteSeriousBinturong,foil,fotl,middle,,1623021444
54,GrippingAjarKronosaurus,foil,fotl,fotr_warning_box,,1623056140
55,BowedTanEchidna,foil,fotr,fotl_half,,1623081463
56,VacantDirectAzurewingedmagpie,foil,fotl,middle,,1623081876
57,CommonCapitalAustraliankelpie,foil,neither,,,1623082388
58,UnfoldedMagnificentHackee,foil,fotl,middle,,1623093788
59,JauntyTerrificAnnashummingbird,foil,fotr,fotl_half,,1623114245
60,GreatJovialIntermediateegret,foil,fotl,fotr_warning_box,,1623128226
61,MedicalDearHarvestmen,foil,fotr,fotr_half,,1623142073
62,FemaleVainHochstettersfrog,foil,fotl,middle,,1623151554
63,SafeHeavenlyBluebottle,foil,fotr,fotl_warning_box,,1623162062
64,ZealousOrdinaryCowbird,foil,fotl,fotl_half,,1623177281
65,LawfulShockedHermitcrab,foil,fotl,fotl_half,,1623182559
66,DopeyYoungAlbacoretuna,foil,fotr,fotr_half,,1623182798
67,FortunateSeparateGlobefish,foil,fotr,middle,,1623184004
68,NaiveIdenticalFrogmouth,foil,neither,middle,,1623189072
69,ReadyDazzlingArrowcrab,foil,neither,middle,,1623197335
70,PleasingConcreteAmbushbug,foil,fotr,fotl_warning_box,,1623215586
71,QualifiedAnyHart,foil,fotl,fotl_half,,1623219929
72,EssentialApprehensiveApisdorsatalaboriosa,foil,fotr,middle,,1623247480
73,DizzyNegligibleAmphiuma,foil,neither,middle,,1623249559
74,HugeDishonestBird,foil,fotl,middle,,1623262227
75,AstonishingMediocreDuckling,sabre,fotr,fotl_warning_box,torso,1623262630
76,CriminalEducatedEwe,epee,fotl,fotr_half,torso,1623288409
77,GiddySelfreliantHamadryas,foil,fotl,fotl_half,,1623342305
78,InfatuatedAchingAfricangroundhornbill,foil,fotr,middle,,1623343501
79,LeafyFlimsyIberianmole,foil,fotl,middle,,1623348951
80,InconsequentialForcefulCygnet,foil,neither,middle,,1623349493
81,PartialSereneDromedary,foil,fotr,fotl_half,,1623354575
82,HarmlessNiftyGalapagospenguin,foil,fotr,middle,,1623409607
83,UnripeAthleticIberianmidwifetoad,foil,fotl,middle,,1623414087
84,BackMiserlyHairstreak,foil,neither,middle,,1623414203
85,GrimEsteemedIndianrockpython,foil,neither,middle,,1623414909
86,JitteryPositiveKookaburra,foil,fotl,middle,,1623415058
87,DecentAnguishedAcaciarat,foil,fotl,fotr_half,,1623415189
88,CluelessDiligentGenet,foil,neither,middle,,1623427632
89,AjarImpossibleHarrier,foil,fotl,middle,,1623458411
90,BothUnconsciousAssassinbug,foil,fotr,fotr_half,,1623464272
91,HappyNeglectedEelelephant,foil,fotl,fotr_half,,1623472543
92,InformalWindingKissingbug,foil,fotl,fotr_half,,1623484359
93,LoneRawBoa,foil,fotl,middle,,1623505517
94,HardtofindRichCrocodileskink,foil,fotl,middle,,1623509139
95,FrightenedImpracticalBlackfly,foil,fotl,middle,,1623516502
96,IncompleteDrearyIndochinahogdeer,foil,fotr,fotr_half,,1623532711
97,SlipperyOfficialGrayreefshark,foil,fotr,fotl_half,,1623532909
98,LegitimateUntimelyHylaeosaurus,foil,fotl,middle,,1623533126
99,TidyVioletLcont,foil,fotr,fotl_warning_box,,1623544955
0,WeirdGivingFowl,foil,fotr,middle,,1623545571
1,LightWanHairstreak,foil,fotr,fotr_half,,1623546144
2,FilthyThickEquine,foil,fotl,fotr_warning_box,,1623546784
3,AdorableDisgustingDiscus,foil,neither,middle,,1623547898
4,ObviousSmoggyAustraliankestrel,foil,fotl,middle,,1623551863
5,BogusScaryCanadagoose,foil,fotl,fotl_half,,1623552487
6,ElectricCelebratedArrowworm,foil,fotl,middle,,1623596943
7,FineSeveralIncatern,foil,fotl,middle,,1623597098
8,EcstaticHighBagworm,foil,fotr,middle,,1623605650
9,WiltedNegativeDachshund,foil,,,,1623605890
10,CoolMeatyDeviltasmanian,foil,fotr,fotl_half,,1623618792
11,WellmadeFearlessEastsiberianlaika,foil,fotl,fotr_half,,1623630934
12,GlassGiantAbyssiniangroundhornbill,epee,fotr,fotl_half,torso,1623634867
13,PleasedFineGuanaco,epee,fotr,middle,torso,1623635011
14,LeafyDisguisedAngwantibo,foil,fotl,middle,torso,1623635063
15,YellowishPettyAntarcticgiantpetrel,foil,fotr,middle,,1623636158
16,OptimisticDimwittedCivet,foil,fotr,fotl_half,,1623636353
17,UncommonDaringAruanas,foil,fotr,fotl_half,,1623636581
18,SoulfulGrimyAmericanbadger,foil,fotr,fotr_half,,1623649484
19,SoulfulGrimyAmericanbadger,foil,fotr,fotr_half,,1623649484
20,PoshSoreGermanshorthairedpointer,foil,fotr,middle,,1623656082
21,FrequentHatefulAardwolf,foil,fotr,middle,,1623677043
22,EnragedConfusedBoilweevil,foil,fotr,middle,,1623677243
23,ThickLikableCoyote,foil,fotl,fotr_half,,1623677427
24,AffectionatePlushLangur,foil,fotl,fotr_half,,1623677601
25,SinfulBlackandwhiteAidi,foil,neither,fotl_half,,1623677763
26,PlainCavernousBooby,foil,neither,fotl_warning_box,,1623677914
27,OrneryLinearDove,foil,neither,middle,,1623678046
28,ImperturbableFilthyBug,foil,fotr,fotr_half,,1623678204
29,ForthrightImpassionedIndochinesetiger,foil,fotr,fotl_half,,1623678365
30,SadWholeAltiplanochinchillamouse,foil,fotr,middle,,1623678535
31,DelayedArcticBluegill,foil,neither,,,1623680853
32,HarmoniousOpulentBufflehead,foil,neither,middle,,1623684859
33,ThreadbareGratefulAidi,foil,,,,1623689329
34,TiredOpenArctichare,foil,neither,middle,,1623722937
35,ElderlyAbleHellbender,foil,fotl,middle,,1623731103
36,ValidDecisiveBluebottle,foil,fotl,fotl_half,,1623741673
37,FearlessRectangularGenet,foil,fotr,middle,,1623791113
38,FearlessRectangularGenet,foil,fotr,middle,,1623791113
39,ThirstyCalculatingDragonfly,foil,fotr,middle,,1623801528
40,RemorsefulFemaleHatchetfish,foil,fotl,fotr_half,,1623831457
41,JampackedHappygoluckyChinesecrocodilelizard,foil,fotl,middle,,1623833755
42,UnhealthyFocusedAmericanredsquirrel,foil,fotl,middle,,1623835810
43,BitesizedGlitteringBull,foil,neither,middle,,1623836071
44,UnknownOrganicChupacabra,foil,fotr,fotl_half,,1623836388
45,SentimentalLargeBedlingtonterrier,foil,fotr,fotr_half,,1623863381
46,ActiveInfantileAnole,foil,,,,1623873237
47,HollowAlienatedErin,foil,,,,1623873433
48,BlankPowerlessComet,sabre,fotl,middle,front_arm,1623877558
49,ScarceDifferentIvorybackedwoodswallow,epee,fotl,fotl_half,torso,1623878783
50,DecimalFortunateHoiho,epee,fotl,middle,foot,1623878814
51,SphericalElasticAnt,epee,fotl,fotr_half,foot,1623878878
52,InconsequentialForthrightCottontail,foil,fotr,fotl_warning_box,,1623904671
53,RectangularBrilliantGoat,foil,fotr,fotl_half,,1623905743
54,BabyishCoarseDungenesscrab,foil,,,,1623917447
55,PoorBackFlyinglemur,foil,,,,1623919880
56,CornyAdorableBluebottlejellyfish,foil,fotr,fotl_half,,1623961928
57,DearestGeneralFox,epee,fotr,fotl_half,front_arm,1623973256
58,TiredUniformKingbird,epee,fotl,fotr_half,torso,1623973286
59,ImpartialBlaringKentrosaurus,foil,fotr,fotl_half,,1624046659
60,PossibleThriftyIndigobunting,foil,fotl,middle,,1624048510
61,DesertedAdmirableGrizzlybear,foil,fotr,fotl_warning_box,,1624070829
62,SnappyLastFoal,foil,fotr,middle,,1624086616
63,ScornfulVeneratedGadwall,foil,fotr,middle,,1624113174
64,ColorlessBeneficialAphid,foil,fotl,fotr_half,,1624114089
65,ConstantGleamingBlackbuck,foil,fotr,fotr_warning_box,,1624117479
66,BadReliableBittern,foil,fotr,fotr_half,,1624117618
67,AlarmingFreeIbadanmalimbe,foil,fotr,fotl_warning_box,,1624117788
68,FortunateTightComet,foil,fotr,fotl_warning_box,,1624119447
69,FortunateTightComet,foil,fotr,fotl_warning_box,,1624119447
70,RawWarmIguana,foil,fotr,middle,,1624120001
71,MindlessJoyfulAmericankestrel,foil,fotr,middle,,1624120236
72,DeficientImmediateAgouti,foil,fotr,fotl_half,,1624120270
73,DeficientImmediateAgouti,foil,fotr,fotl_half,,1624120270
74,SickFamousLabradorretriever,foil,fotl,middle,,1624120981
75,ContentRealBoaconstrictor,foil,fotr,fotl_half,,1624121184
76,PleasingHopefulJaguarundi,foil,fotr,fotl_warning_box,,1624122708
77,SevereBelovedBorer,foil,neither,,,1624123295
78,SmallTerrificGoat,foil,fotl,fotr_warning_box,,1624124577
79,PoisedNearBantamrooster,foil,fotl,middle,,1624126233
80,SizzlingAnotherBilby,foil,fotr,middle,,1624127299
81,DiscreteClearHapuka,foil,fotl,fotr_half,,1624127486
82,GroundedEvenHamadryad,foil,fotl,fotr_warning_box,,1624128020
83,ComplicatedFeistyBasilisk,foil,fotr,fotl_warning_box,,1624128284
84,AggressiveMiserableAnaconda,foil,neither,fotl_half,,1624128417
85,ForthrightGrimIncatern,foil,fotr,fotl_half,,1624128518
86,CorruptPinkHalicore,foil,fotl,middle,,1624128609
87,RealNeighboringIrrawaddydolphin,foil,fotl,fotl_half,,1624128623
88,RealNeighboringIrrawaddydolphin,foil,fotl,fotl_half,,1624128623
89,DemandingBleakBighornedsheep,foil,fotr,fotl_warning_box,,1624128631
90,RawRecklessBluegill,foil,fotr,middle,,1624128744
91,AmbitiousIncompatibleAntarcticgiantpetrel,foil,fotr,fotl_half,,1624128969
92,QueasyWaryBoutu,foil,fotl,fotl_half,,1624129189
93,VagueDeterminedGuanaco,foil,fotl,fotr_warning_box,,1624131204
94,UnawareWastefulAmethystinepython,foil,fotr,middle,,1624133430
95,DifficultVapidCony,foil,fotl,fotr_warning_box,,1624134079
96,WellgroomedOrderlyFox,foil,neither,middle,,1624134278
97,EdiblePeacefulCopepod,foil,fotr,middle,,1624134284
98,EvenColdHornbill,foil,fotl,fotr_half,,1624134467
99,WeeklyYawningDrake,foil,fotr,fotl_half,,1624134708
0,FamiliarSlimInexpectatumpleco,foil,fotl,fotr_half,,1624135331
1,HelpfulUglyCoral,foil,fotr,fotl_half,,1624135420
2,OccasionalWillingDrever,foil,fotr,fotl_half,,1624136277
3,YawningSlimyIriomotecat,foil,fotl,fotr_half,,1624139178
4,HarmfulUntimelyChanticleer,foil,fotl,middle,,1624139349
5,WholeMetallicBooby,foil,fotr,fotl_half,,1624139604
6,DefiantUnsightlyCommabutterfly,foil,fotr,middle,,1624139748
7,GrandWindyChuckwalla,foil,neither,middle,,1624141881
8,SoupyFragrantHoneybee,foil,fotr,fotl_half,,1624142199
9,SpiffyGrotesqueAsianconstablebutterfly,foil,fotl,middle,,1624144057
10,WelldocumentedDapperFruitbat,foil,fotr,fotl_warning_box,,1624144880
11,DetailedUnhealthyKoodoo,foil,,,,1624147324
12,WindyFastHalcyon,foil,fotl,middle,,1624149339
13,MarvelousTerrificCockerspaniel,foil,fotr,middle,,1624151843
14,ParchedInexperiencedDipper,foil,fotr,fotl_warning_box,,1624154904
15,SameDefinitiveGraywolf,foil,fotr,middle,,1624155252
16,LavishPoliticalBlackmamba,foil,,,,1624155956
17,EqualAdolescentAustrianpinscher,foil,,,,1624157170
18,CautiousCelebratedHorsemouse,foil,fotr,fotl_half,,1624157506
19,ForthrightWarpedBrocketdeer,foil,fotr,fotl_warning_box,,1624157961
20,ActualEqualGalapagostortoise,foil,,,,1624159731
21,PassionateSeriousBighorn,foil,fotl,fotr_warning_box,,1624162231
22,ArcticWebbedDonkey,foil,fotl,fotl_half,,1624168727
23,OilyRepentantBuckeyebutterfly,foil,fotr,middle,,1624169177
24,GrandioseMasculineHousefly,foil,fotr,fotl_warning_box,,1624169277
25,WeeklyTanBilby,foil,fotr,fotl_warning_box,,1624169467
26,WeeklyTanBilby,foil,fotr,fotl_warning_box,,1624169467
27,IdleHealthyBernesemountaindog,foil,fotl,fotr_half,,1624169683
28,SingleThreadbareAfricanrockpython,foil,fotl,fotr_half,,1624171224
29,DentalColorlessImperialeagle,foil,fotl,fotl_warning_box,,1624173446
30,LeftQueasyCobra,foil,fotr,fotl_half,,1624175126
31,ScarceScholarlyFieldspaniel,foil,fotl,fotr_half,,1624175342
32,InsecureWeightyJaguar,foil,,,,1624175484
33,MadeupGrouchyKittiwake,foil,fotr,fotl_half,,1624175651
34,LongOldKakapo,foil,fotl,fotl_half,,1624175807
35,ImmediateDisfiguredBonobo,foil,fotl,middle,,1624175957
36,SmoothBoilingAllensbigearedbat,foil,,,,1624176009
37,WindingLeadingGordonsetter,foil,,,,1624176141
38,DisguisedChiefIchneumonfly,foil,fotl,fotl_half,,1624176245
39,SmoothRashBellfrog,foil,fotr,fotr_half,,1624180356
40,FelineEnchantingAsianconstablebutterfly,foil,fotl,middle,,1624190814
41,FelineEnchantingAsianconstablebutterfly,foil,fotl,middle,,1624190815
42,KlutzyMassiveAmericanwirehair,foil,fotr,middle,,1624194261
43,BronzePresentCapeghostfrog,foil,,,,1624194644
44,DearestBothBillygoat,foil,fotl,middle,,1624197568
45,RelievedNervousBanteng,foil,fotl,fotr_half,,1624198077
46,FairOrganicIndianskimmer,foil,fotl,middle,,1624198891
47,FairOrganicIndianskimmer,foil,fotl,middle,,1624198891
48,DownrightHeavenlyGreatdane,foil,fotl,middle,,1624199188
49,HonoredInsidiousClam,foil,fotr,fotl_half,,1624220838
50,AfraidFrayedInchworm,foil,fotl,fotr_warning_box,,1624226354
51,DismalPlasticIrishsetter,foil,fotr,fotl_warning_box,,1624229063
52,BrownFinishedGemsbok,foil,fotr,fotl_half,,1624244270
53,ScientificRedAntelope,foil,fotl,fotl_half,,1624244444
54,WigglyDirectHuia,foil,fotl,middle,,1624244650
55,WetUglyLeafwing,foil,fotr,fotl_half,,1624244858
56,ContentFailingAfricanharrierhawk,foil,fotl,fotr_half,,1624245126
57,WarmheartedCoarseKangaroo,foil,fotr,fotl_half,,1624245305
58,ImperturbableRemoteDrafthorse,foil,fotr,middle,,1624246286
59,HonorableIncredibleHind,foil,neither,fotr_half,,1624257306
60,CalculatingImmaterialGaur,foil,fotl,fotl_warning_box,,1624257476
61,SilverUncomfortableGreyhounddog,foil,fotl,fotr_warning_box,,1624257741
62,SickCalmBluetonguelizard,foil,fotl,middle,,1624258712
63,ReadyDazzlingArrowcrab,foil,neither,fotr_warning_box,,1624263237
64,ReadyDazzlingArrowcrab,foil,neither,fotr_warning_box,,1624263238
65,SpicyRedAnemone,foil,fotl,fotl_half,,1624273354
66,UnimportantShockingGander,foil,fotr,fotl_half,,1624273487
67,HonorableDenseJerboa,foil,fotl,fotl_half,,1624273680
68,NearMiserableAmericanrobin,foil,fotl,fotr_half,,1624273862
69,GrossImaginativeAmericancrow,foil,fotl,fotr_warning_box,,1624274903
70,WeeklyTanBilby,foil,fotl,fotl_half,,1624285887
71,ScrawnyEcstaticKangaroo,foil,fotl,fotl_half,,1624286392
72,DapperEnlightenedBlackfootedferret,foil,fotr,middle,,1624289273
73,TautExemplaryDeer,foil,fotl,fotl_half,,1624292048
74,FarawayLoneBlackfootedferret,foil,fotr,middle,,1624316584
75,FamousHastyHake,foil,fotl,fotr_warning_box,,1624320576
76,CleanSoggyHylaeosaurus,foil,fotl,fotl_half,,1624346249
77,ArtisticRaggedCentipede,foil,fotl,fotr_half,,1624346530
78,ImpureUnfitGroundhog,foil,fotl,fotl_half,,1624346791
79,JubilantSolidArgusfish,sabre,fotr,fotl_warning_box,front_arm,1624347433
80,WeightyMeanAngwantibo,foil,fotr,fotl_half,,1624348913
81,FamiliarDearestAnnashummingbird,foil,fotl,fotr_half,,1624349117
82,BlindSinfulBaldeagle,foil,fotl,fotr_warning_box,,1624349134
83,FatherlyGrippingIraniangroundjay,foil,fotr,middle,,1624349333
84,WhiteThirstyBumblebee,foil,fotl,fotr_warning_box,,1624349574
85,UnselfishLastingBabirusa,foil,fotl,fotr_half,,1624349886
86,CarelessFoolhardyAfricanwildcat,foil,,,,1624358429
87,HotVibrantCob,foil,,,,1624358970
88,InfamousGlumAnnashummingbird,foil,fotr,fotl_half,,1624362208
89,MagnificentAptHammerheadshark,foil,fotl,middle,,1624362349
90,MarvelousFavoriteGrub,foil,fotl,fotr_half,,1624362490
91,EagerLinearArkshell,foil,fotr,fotl_half,,1624362636
92,NastySlushyChickadee,foil,fotl,middle,,1624362782
93,PhonyFlippantAmericanbobtail,foil,fotr,fotl_half,,1624362898
94,CriminalFatherlyJenny,foil,fotl,middle,,1624373659
95,IndolentAgedDove,foil,fotl,middle,,1624373816
96,HandsomeThoughtfulFalcon,foil,fotr,fotl_warning_box,,1624373952
97,FairRepulsiveCrownofthornsstarfish,foil,fotl,fotr_half,,1624374133
98,IlliterateOpenKentrosaurus,foil,,,,1624374332
99,ColorlessMindlessHairstreak,foil,fotl,fotr_half,,1624374571
0,BestGoldenDegus,foil,fotl,middle,,1624375434
1,FewImprobableElephantbeetle,foil,fotl,fotl_warning_box,,1624398829
2,FewImprobableElephantbeetle,foil,fotl,fotl_warning_box,,1624398832
3,FrigidDopeyFlee,foil,fotr,fotl_warning_box,,1624421391
4,ConventionalSlowIvorybackedwoodswallow,foil,fotr,fotl_half,,1624434549
5,NippySoulfulLeopardseal,foil,fotl,fotr_half,,1624434645
6,EducatedGivingBoubou,foil,fotl,fotr_warning_box,,1624440046
7,EducatedGivingBoubou,foil,fotl,fotr_warning_box,,1624440047
8,NeatTerribleLiger,foil,fotr,fotl_warning_box,,1624442552
9,ZealousMenacingHornedtoad,foil,fotl,fotl_half,,1624442755
10,DistortedWhiteChick,foil,fotr,fotl_half,,1624442906
11,QuaintAnotherDorado,foil,fotl,middle,,1624443079
12,HarshActiveAmazontreeboa,foil,fotr,middle,,1624443348
13,FineUnequaledBlackrhino,foil,fotl,middle,,1624444222
14,UnfortunateHelplessChinchilla,foil,fotr,middle,,1624444337
15,TiredColossalArcticwolf,foil,neither,,,1624446991
16,TiredColossalArcticwolf,foil,neither,,,1624446992
17,ConcernedSophisticatedBelugawhale,foil,fotl,middle,,1624448346
18,TiredJadedBudgie,foil,fotr,fotl_half,,1624448532
19,NiceDesertedIcterinewarbler,foil,fotl,fotr_half,,1624448540
20,ImpishDistantHuemul,foil,,fotl_warning_box,,1624449251
21,SilverPlayfulIchthyostega,foil,fotl,middle,,1624464603
22,HelpfulGentleHousefly,foil,fotr,middle,,1624464746
23,DependableBaggyChupacabra,foil,fotr,middle,,1624466622
24,RegalFamousJay,foil,fotl,fotr_warning_box,,1624466769
25,SoreThickCowrie,foil,fotr,middle,,1624466910
26,InsistentCourageousDotterel,foil,fotr,fotl_warning_box,,1624481737
27,UnsightlyLinearFlies,foil,fotl,middle,,1624511133
28,CircularSillyDiscus,foil,,,,1624532392
29,WholeFragrantKouprey,foil,neither,fotr_half,,1624533258
30,WellwornKindElkhound,foil,,,,1624533269
31,NeedyDecimalHeifer,foil,fotl,middle,,1624540406
32,SilentRealisticAcornweevil,foil,fotl,fotr_warning_box,,1624542255
33,ComplicatedMaleGuanaco,foil,fotl,middle,,1624552317
34,FocusedSafeAndeancat,foil,fotr,middle,,1624563220
35,VastForsakenLhasaapso,foil,fotl,fotl_warning_box,,1624575716
36,PopularColorlessGalapagospenguin,foil,fotl,fotl_half,,1624580927
37,SnivelingMinorCoral,foil,fotl,fotr_half,,1624582476
38,DangerousRichBobwhite,foil,,,,1624582511
39,OddPiercingAdeliepenguin,foil,fotl,fotl_half,,1624582708
40,WarmNaturalIberianmidwifetoad,foil,fotr,fotl_warning_box,,1624586923
41,LimpEnergeticCanadagoose,foil,fotl,fotr_half,,1624589613
42,ShowySomberGander,foil,fotr,fotl_half,,1624594689
43,ImpressionableFatBlackfish,foil,fotl,fotr_half,,1624594866
44,QuaintPlayfulArcticwolf,foil,fotl,fotr_half,,1624595023
45,HomelyImpossibleEidolonhelvum,foil,fotl,fotl_half,,1624595220
46,FirstSparseBighorn,foil,fotl,middle,,1624595441
47,QuerulousSpicyGoosefish,foil,fotr,fotl_half,,1624595633
48,AromaticCleanFlies,foil,fotr,fotr_half,,1624595852
49,NimbleThinCavy,foil,fotr,fotr_warning_box,,1624596106
50,WillingIncompatibleFrog,foil,fotl,fotr_half,,1624600326
51,HardOilyHerald,foil,fotr,middle,,1624602290
52,AshamedChillyLabradorretriever,foil,neither,middle,,1624605810
53,ElaborateMammothHagfish,foil,fotl,middle,,1624608565
54,UncommonLeftBudgie,foil,,,,1624609178
55,DefiantTartAustraliankelpie,foil,,,,1624609305
56,DearestIdleDore,foil,fotr,fotr_half,,1624609469
57,ZealousOrdinaryCowbird,foil,fotr,middle,,1624619464
58,LonelyIndelibleBluewhale,foil,fotr,fotl_half,,1624624373
59,CrazyUnlinedGnu,foil,neither,,,1624625850
60,AbleComposedCopperhead,foil,fotr,fotl_half,,1624630641
