,Unnamed: 0,stats_id,weapon_x,initiated,strip_location,body_location,created_date,gfycat_gfy_id,tournament_id,weapon_y,gender,fotl_name,fotr_name,left_score,right_score,touch,download_url
4850,44,SoulfulImpassionedAplomadofalcon,sabre,fotl,fotr_warning_box,torso,1701645371,SoulfulImpassionedAplomadofalcon,algierssabre2022,sabre,female,Yoon Jisu,Nisanur Erbil,5,5,right,https://clips.fencingdatabase.com/algierssabre2022/SoulfulImpassionedAplomadofalcon.mp4
4851,45,CleverDaringCockroach,sabre,fotl,middle,torso,1701645420,CleverDaringCockroach,algierssabre2022,sabre,female,Theodora Gkountoura,Seo Jiyeon,11,6,right,https://clips.fencingdatabase.com/algierssabre2022/CleverDaringCockroach.mp4
4852,46,TeemingEmbarrassedButterfly,sabre,fotr,middle,hand,1701645479,TeemingEmbarrassedButterfly,algierssabre2022,sabre,female,Despina Georgiadou,Zhuang Chenyi,0,1,right,https://clips.fencingdatabase.com/algierssabre2022/TeemingEmbarrassedButterfly.mp4
4853,47,BlandEllipticalAmmonite,sabre,fotl,middle,torso,1701645554,BlandEllipticalAmmonite,algierssabre2022,sabre,female,Theodora Gkountoura,Saoussen Boudiaf,14,11,left,https://clips.fencingdatabase.com/algierssabre2022/BlandEllipticalAmmonite.mp4
4854,48,SpectacularNimbleGonolek,sabre,fotl,middle,head,1701645620,SpectacularNimbleGonolek,algierssabre2022,sabre,female,Despina Georgiadou,Zhuang Chenyi,7,5,left,https://clips.fencingdatabase.com/algierssabre2022/SpectacularNimbleGonolek.mp4
4855,49,IdenticalFelineAngora,sabre,fotr,middle,hand,1701645664,IdenticalFelineAngora,algierssabre2022,sabre,female,Martina Criscio,Emura Misaki,1,1,left,https://clips.fencingdatabase.com/algierssabre2022/IdenticalFelineAngora.mp4
4856,50,ElegantMiserlyDobermanpinscher,sabre,fotr,middle,hand,1701645700,ElegantMiserlyDobermanpinscher,algierssabre2022,sabre,female,Martina Criscio,Emura Misaki,1,4,right,https://clips.fencingdatabase.com/algierssabre2022/ElegantMiserlyDobermanpinscher.mp4
4859,56,DependentTenseAfricangoldencat,sabre,fotl,middle,front_arm,1701960773,DependentTenseAfricangoldencat,algierssabre2022,sabre,male,Raoul Bonah,Sebastien Patrice,4,6,right,https://clips.fencingdatabase.com/algierssabre2022/DependentTenseAfricangoldencat.mp4
4860,57,goodKnightAnoleDikDik,sabre,fotl,middle,head,1702052283,goodKnightAnoleDikDik,eurossabre2023,sabre,female,Sara Balzer,Zuzanna Cieslar,9,6,left,https://clips.fencingdatabase.com/eurossabre2023/goodKnightAnoleDikDik.mp4
4862,59,ThornyKindKingbird,sabre,fotl,middle,torso,1702052440,ThornyKindKingbird,orleanssabre2021,sabre,,Svetlana Sheveleva,Olga Nikitina,7,5,right,https://clips.fencingdatabase.com/orleanssabre2021/ThornyKindKingbird.mp4
4864,63,CleanScientificGopher,sabre,fotl,fotl_warning_box,hand,1702565797,CleanScientificGopher,madridsabre2022,sabre,male,Frederic Kindler,Michele Gallo,2,3,right,https://clips.fencingdatabase.com/madridsabre2022/CleanScientificGopher.mp4
4865,64,NervousAchingAyeaye,sabre,fotl,middle,torso,1702573189,NervousAchingAyeaye,cancunsabre2017,sabre,male,Matyas Szabo,Giovanni Repetti,2,0,left,https://clips.fencingdatabase.com/cancunsabre2017/NervousAchingAyeaye.mp4
4866,66,hilariousThylacosmilusCarpenterAnt,sabre,fotr,fotl_half,front_arm,1702771712,hilariousThylacosmilusCarpenterAnt,seoulsabre2023,sabre,,Andriy Yagodka,Bolade Apithy,14,9,right,https://clips.fencingdatabase.com/seoulsabre2023/hilariousThylacosmilusCarpenterAnt.mp4
4874,78,PowerlessCrazyIberianemeraldlizard,sabre,fotl,fotr_warning_box,hand,1703635503,PowerlessCrazyIberianemeraldlizard,algierssabre2022,sabre,female,Wakita Jumi,Saoussen Boudiaf,14,13,left,https://clips.fencingdatabase.com/algierssabre2022/PowerlessCrazyIberianemeraldlizard.mp4
4875,79,DefiniteSaltyLangur,sabre,fotl,middle,torso,1703635543,DefiniteSaltyLangur,algierssabre2022,sabre,female,Anne Poupinet,Rebecca Gargano,4,7,left,https://clips.fencingdatabase.com/algierssabre2022/DefiniteSaltyLangur.mp4
4876,80,BlackEarnestIrishwolfhound,sabre,fotl,middle,torso,1703635592,BlackEarnestIrishwolfhound,algierssabre2022,sabre,female,Paola Pliego,Yoon Jisu,5,5,left,https://clips.fencingdatabase.com/algierssabre2022/BlackEarnestIrishwolfhound.mp4
4877,81,PortlyPartialAcaciarat,sabre,fotl,fotr_warning_box,torso,1703635670,PortlyPartialAcaciarat,algierssabre2022,sabre,female,Sara Balzer,Michela Battiston,3,4,right,https://clips.fencingdatabase.com/algierssabre2022/PortlyPartialAcaciarat.mp4
4878,82,HandyTatteredAvocet,sabre,fotl,middle,torso,1703635720,HandyTatteredAvocet,algierssabre2022,sabre,female,Theodora Gkountoura,Mukae Ayaka,9,8,left,https://clips.fencingdatabase.com/algierssabre2022/HandyTatteredAvocet.mp4
4879,83,NearMammothHectorsdolphin,sabre,fotl,fotr_half,front_arm,1703635801,NearMammothHectorsdolphin,algierssabre2022,sabre,male,Tokunan Kenta,Maxime Pianfetti,10,13,left,https://clips.fencingdatabase.com/algierssabre2022/NearMammothHectorsdolphin.mp4
4880,84,GraciousUnawareBilby,sabre,fotr,middle,torso,1703635857,GraciousUnawareBilby,algierssabre2022,sabre,female,Yoon Jisu,Nisanur Erbil,12,11,right,https://clips.fencingdatabase.com/algierssabre2022/GraciousUnawareBilby.mp4
4881,85,FineFatalGlobefish,sabre,fotl,middle,front_arm,1703635940,FineFatalGlobefish,algierssabre2022,sabre,female,Wakita Jumi,Saoussen Boudiaf,5,1,left,https://clips.fencingdatabase.com/algierssabre2022/FineFatalGlobefish.mp4
4882,86,AntiqueChiefAmethystsunbird,sabre,fotl,middle,torso,1703635983,AntiqueChiefAmethystsunbird,algierssabre2022,sabre,female,Despina Georgiadou,Claudia Rotili,7,1,left,https://clips.fencingdatabase.com/algierssabre2022/AntiqueChiefAmethystsunbird.mp4
4883,89,IdealDefinitiveGerbil,sabre,fotl,fotr_warning_box,front_arm,1704313632,IdealDefinitiveGerbil,worldchamps2022,sabre,female,Martina Criscio,Olga Kharlan,4,6,left,https://clips.fencingdatabase.com/worldchamps2022/IdealDefinitiveGerbil.mp4
4887,93,ImpossibleLimitedArizonaalligatorlizard,sabre,fotr,middle,front_arm,1705804760,ImpossibleLimitedArizonaalligatorlizard,madridsabre2022,sabre,male,Mohammad Rahbari,Bolade Apithy,7,4,left,https://clips.fencingdatabase.com/madridsabre2022/ImpossibleLimitedArizonaalligatorlizard.mp4
4892,98,LinearElatedDeermouse,sabre,fotl,middle,hand,1705804887,LinearElatedDeermouse,worldchamps2022,sabre,female,Sarah Noutcha,Araceli Navarro,4,8,right,https://clips.fencingdatabase.com/worldchamps2022/LinearElatedDeermouse.mp4
4895,1,zanyEyelashViperCornSnake,sabre,fotr,middle,front_arm,1705805050,zanyEyelashViperCornSnake,champssabre2023,sabre,male,Matei Cidu,Gemesi Csanad,8,6,left,https://clips.fencingdatabase.com/champssabre2023/zanyEyelashViperCornSnake.mp4
4897,3,importantZonkeyBatfish,sabre,fotr,middle,front_arm,1705805259,importantZonkeyBatfish,seoulsabre2023,sabre,,Ha Hansol,Szatmari Andras,13,7,left,https://clips.fencingdatabase.com/seoulsabre2023/importantZonkeyBatfish.mp4
4899,5,ConsiderateGivingIlladopsis,sabre,fotl,middle,torso,1705805348,ConsiderateGivingIlladopsis,worldchamps2022,sabre,female,Anna Bashta,Martina Criscio,4,1,left,https://clips.fencingdatabase.com/worldchamps2022/ConsiderateGivingIlladopsis.mp4
4904,11,MilkySlushyFlounder,sabre,fotl,fotr_warning_box,torso,1705806056,MilkySlushyFlounder,cancunsabre2017,sabre,male,Luigi Samele,Oh Sanguk,6,8,right,https://clips.fencingdatabase.com/cancunsabre2017/MilkySlushyFlounder.mp4
4907,14,WastefulGratefulAuk,sabre,fotr,fotl_warning_box,head,1705806276,WastefulGratefulAuk,madridsabre2022,sabre,male,Lester Kurvers,Luis Bonah,2,3,right,https://clips.fencingdatabase.com/madridsabre2022/WastefulGratefulAuk.mp4
4909,16,enthusiasticSarplaninacVampireBat,sabre,neither,middle,torso,1705806362,enthusiasticSarplaninacVampireBat,batumisabre2023,sabre,female,Olga Kharlan,Marton Anna,0,2,right,https://clips.fencingdatabase.com/batumisabre2023/enthusiasticSarplaninacVampireBat.mp4
4917,28,unsightlyLarderBeetleHarpyEagle,sabre,fotr,middle,torso,1705954801,unsightlyLarderBeetleHarpyEagle,seoulsabre2023,sabre,,Jeon Eunhye,Olga Kharlan,8,14,right,https://clips.fencingdatabase.com/seoulsabre2023/unsightlyLarderBeetleHarpyEagle.mp4
4923,38,RegalGrandAppaloosa,sabre,,fotl_warning_box,hand,1705955337,RegalGrandAppaloosa,tokyoolympics2020,sabre,female,Choi Sooyeon,Cecilia Berder,1,2,right,https://clips.fencingdatabase.com/tokyoolympics2020/RegalGrandAppaloosa.mp4
4924,39,CanineFalseBluebreastedkookaburra,sabre,,fotl_warning_box,hand,1705955342,CanineFalseBluebreastedkookaburra,tunissabre2017,sabre,female,Iryna Shchukla,Olga Zhovnir,8,10,left,https://clips.fencingdatabase.com/tunissabre2017/CanineFalseBluebreastedkookaburra.mp4
4932,56,AdoredCautiousGreyhounddog,sabre,fotr,middle,torso,1707121361,AdoredCautiousGreyhounddog,orleanssabre2022,sabre,,Veronika Vasileva,Rebecca Gargano,5,8,left,https://clips.fencingdatabase.com/orleanssabre2022/AdoredCautiousGreyhounddog.mp4
4938,65,FamousDistinctBlacklemur,sabre,fotl,fotl_half,torso,1708271942,FamousDistinctBlacklemur,budapestsabre2021,sabre,,Lee Jonghyun,Max Hartung,3,1,right,https://clips.fencingdatabase.com/budapestsabre2021/FamousDistinctBlacklemur.mp4
4939,68,CompetentDeterminedAmericanpainthorse,sabre,fotr,middle,torso,1708527279,CompetentDeterminedAmericanpainthorse,moscowwch2015,sabre,,Szatmari Andras,Mohamed Amer,12,14,right,https://clips.fencingdatabase.com/moscowwch2015/CompetentDeterminedAmericanpainthorse.mp4
4940,69,jealousMuleDeerMealwormBeetle,sabre,fotl,fotr_half,torso,1708527317,jealousMuleDeerMealwormBeetle,seoulsabre2023,sabre,,Pusztai Liza,Fukushima Shihomi,7,8,left,https://clips.fencingdatabase.com/seoulsabre2023/jealousMuleDeerMealwormBeetle.mp4
4941,70,ArtisticCreepyJaguarundi,sabre,neither,middle,torso,1708527501,ArtisticCreepyJaguarundi,budapestsabre2019,sabre,male,Joseph Polossifakis,Fabien Ballorca,3,4,left,https://clips.fencingdatabase.com/budapestsabre2019/ArtisticCreepyJaguarundi.mp4
4945,80,IncomparableDemandingDormouse,sabre,,fotl_warning_box,hand,1708953409,IncomparableDemandingDormouse,madridsabre2022,sabre,male,Eyad Marouf,Maxence Lambert,5,4,left,https://clips.fencingdatabase.com/madridsabre2022/IncomparableDemandingDormouse.mp4
4946,81,MiniatureGranularFinnishspitz,sabre,,fotl_warning_box,hand,1708953447,MiniatureGranularFinnishspitz,paduasabre2022,sabre,,Eliott Bibi,Song Seungheon,10,8,left,https://clips.fencingdatabase.com/paduasabre2022/MiniatureGranularFinnishspitz.mp4
4954,90,shyBulldogMixLittleBrownBat,sabre,fotr,middle,torso,1709937430,shyBulldogMixLittleBrownBat,tunissabre2024,sabre,,Adham Moataz,Colin Heathcock,3,9,right,https://clips.fencingdatabase.com/tunissabre2024/shyBulldogMixLittleBrownBat.mp4
4956,93,PastWeeHorsefly,sabre,fotr,fotl_half,front_arm,1710992904,PastWeeHorsefly,worldchamps2022,sabre,male,Szilagyi Aron,Xu Yingming,1,1,left,https://clips.fencingdatabase.com/worldchamps2022/PastWeeHorsefly.mp4
4957,95,unusualJumpingSpiderSixEyedSandSpiders,sabre,fotr,middle,head,1711116296,unusualJumpingSpiderSixEyedSandSpiders,tunissabre2024,sabre,,Oh Sanguk,Fares Ferjani,3,9,right,https://clips.fencingdatabase.com/tunissabre2024/unusualJumpingSpiderSixEyedSandSpiders.mp4
4961,0,GenuineCoarseBushsqueaker,sabre,fotl,middle,head,1711395099,GenuineCoarseBushsqueaker,budapestsabre2021,sabre,,Vincent Anstett,Yousef Alshamlan,5,5,right,https://clips.fencingdatabase.com/budapestsabre2021/GenuineCoarseBushsqueaker.mp4
