,gfycat_gfy_id,tournament_id,weapon,gender,fotl_name,fotr_name,left_score,right_score,touch,download_url
0,InformalBareHamadryad,qatarfoil2021,foil,,Julien Mertine,Alexandre Ediri,3,8,right,https://clips.fencingdatabase.com/qatarfoil2021/InformalBareHamadryad.mp4
0,SimpleBlackBronco,anaheimfoil2018,foil,,Martino Minuto,Julien Mertine,14,13,right,https://clips.fencingdatabase.com/anaheimfoil2018/SimpleBlackBronco.mp4
0,SimpleBlackBronco,anaheimfoil2018,foil,,Martino Minuto,Julien Mertine,14,13,right,https://clips.fencingdatabase.com/anaheimfoil2018/SimpleBlackBronco.mp4
0,LongBitesizedAgouti,anaheimfoil2019,foil,,Alexander Massialas,Wallerand Roger,7,1,left,https://clips.fencingdatabase.com/anaheimfoil2019/LongBitesizedAgouti.mp4
0,LongBitesizedAgouti,anaheimfoil2019,foil,,Alexander Massialas,Wallerand Roger,7,1,left,https://clips.fencingdatabase.com/anaheimfoil2019/LongBitesizedAgouti.mp4
0,LongBitesizedAgouti,anaheimfoil2019,foil,,Alexander Massialas,Wallerand Roger,7,1,left,https://clips.fencingdatabase.com/anaheimfoil2019/LongBitesizedAgouti.mp4
0,AdmirableContentFinch,kazanfoil2020,foil,female,Valentina De   Costanzo,Nicole Ross,8,9,right,https://clips.fencingdatabase.com/kazanfoil2020/AdmirableContentFinch.mp4
0,AdmirableContentFinch,kazanfoil2020,foil,female,Valentina De   Costanzo,Nicole Ross,8,9,right,https://clips.fencingdatabase.com/kazanfoil2020/AdmirableContentFinch.mp4
0,FrightenedMasculineFrillneckedlizard,turinfoil2020,foil,,Martina Sinigalia,Anastasiia Ivanova,1,3,right,https://clips.fencingdatabase.com/turinfoil2020/FrightenedMasculineFrillneckedlizard.mp4
0,ActiveUltimateCopperbutterfly,katowicefoil2019,foil,female,Larisa Korobeynikova,Alanna Goldie,4,3,right,https://clips.fencingdatabase.com/katowicefoil2019/ActiveUltimateCopperbutterfly.mp4
0,TanElectricDutchshepherddog,stpetersburgfoil2019,foil,male,Alaaeldin Abouelkassem,Erwann Le   Pechoux,3,10,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/TanElectricDutchshepherddog.mp4
0,AjarImpossibleHarrier,qatarfoil2021,foil,,Leonie Ebert,Martina Sinigalia,3,7,right,https://clips.fencingdatabase.com/qatarfoil2021/AjarImpossibleHarrier.mp4
0,DefenselessPinkDevilfish,turinfoil2020,foil,,Alexey Cheremisinov,Gerek Meinhardt,7,10,left,https://clips.fencingdatabase.com/turinfoil2020/DefenselessPinkDevilfish.mp4
0,DefenselessPinkDevilfish,turinfoil2020,foil,,Alexey Cheremisinov,Gerek Meinhardt,7,10,left,https://clips.fencingdatabase.com/turinfoil2020/DefenselessPinkDevilfish.mp4
0,FragrantWhisperedHarrierhawk,kazanfoil2020,foil,female,Alice Volpi,Nicole Ross,7,4,double,https://clips.fencingdatabase.com/kazanfoil2020/FragrantWhisperedHarrierhawk.mp4
0,FailingParallelHydra,anaheimfoil2018,foil,,Anastasiia Ivanova,Inna Deriglazova,0,1,right,https://clips.fencingdatabase.com/anaheimfoil2018/FailingParallelHydra.mp4
0,FailingParallelHydra,anaheimfoil2018,foil,,Anastasiia Ivanova,Inna Deriglazova,0,1,right,https://clips.fencingdatabase.com/anaheimfoil2018/FailingParallelHydra.mp4
0,EquatorialAcceptableHarpseal,anaheimfoil2018,foil,,Alaaeldin Abouelkassem,Enzo Lefort,15,14,left,https://clips.fencingdatabase.com/anaheimfoil2018/EquatorialAcceptableHarpseal.mp4
0,EquatorialAcceptableHarpseal,anaheimfoil2018,foil,,Alaaeldin Abouelkassem,Enzo Lefort,15,14,left,https://clips.fencingdatabase.com/anaheimfoil2018/EquatorialAcceptableHarpseal.mp4
0,ThisUnnaturalAzurevasesponge,anaheimfoil2018,foil,,Sidarth Kumbla,Timur Safin,2,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/ThisUnnaturalAzurevasesponge.mp4
0,ThisUnnaturalAzurevasesponge,anaheimfoil2018,foil,,Sidarth Kumbla,Timur Safin,2,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/ThisUnnaturalAzurevasesponge.mp4
0,UnconsciousRemarkableGerbil,anaheimfoil2019,foil,,Timur Arslanov,Heo Jun,9,9,left,https://clips.fencingdatabase.com/anaheimfoil2019/UnconsciousRemarkableGerbil.mp4
0,ThoughtfulSecondFritillarybutterfly,turinfoil2020,foil,,Arianna Errigo,Ysaora Thibus,9,7,right,https://clips.fencingdatabase.com/turinfoil2020/ThoughtfulSecondFritillarybutterfly.mp4
0,DependableBaggyChupacabra,qatarfoil2021,foil,,Eleanor Harvey,Pauline Ranvier,11,8,left,https://clips.fencingdatabase.com/qatarfoil2021/DependableBaggyChupacabra.mp4
0,DependableBaggyChupacabra,qatarfoil2021,foil,,Eleanor Harvey,Pauline Ranvier,11,8,left,https://clips.fencingdatabase.com/qatarfoil2021/DependableBaggyChupacabra.mp4
0,DependableBaggyChupacabra,qatarfoil2021,foil,,Eleanor Harvey,Pauline Ranvier,11,8,left,https://clips.fencingdatabase.com/qatarfoil2021/DependableBaggyChupacabra.mp4
0,AcademicColdEarthworm,kazanfoil2020,foil,female,Alice Volpi,Elisa Di   Francisca,6,11,double,https://clips.fencingdatabase.com/kazanfoil2020/AcademicColdEarthworm.mp4
0,DearestScholarlyBufeo,qatarfoil2021,foil,,Guillaume Bianchi,Tommaso Marini,9,7,left,https://clips.fencingdatabase.com/qatarfoil2021/DearestScholarlyBufeo.mp4
0,JaggedCharmingAmericanshorthair,stpetersburgfoil2019,foil,male,Alaaeldin Abouelkassem,Erwann Le   Pechoux,7,14,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/JaggedCharmingAmericanshorthair.mp4
0,JaggedCharmingAmericanshorthair,stpetersburgfoil2019,foil,male,Alaaeldin Abouelkassem,Erwann Le   Pechoux,7,14,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/JaggedCharmingAmericanshorthair.mp4
0,BewitchedPowerlessHippopotamus,anaheimfoil2018,foil,,Adelina Zagidullina,Martyna Jelinska,4,4,left,https://clips.fencingdatabase.com/anaheimfoil2018/BewitchedPowerlessHippopotamus.mp4
0,MajesticPaleAruanas,stpetersburgfoil2019,foil,male,Rostyslav Hertsyk,Dominik Schoppa,1,14,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/MajesticPaleAruanas.mp4
0,NiceTimelyBedlingtonterrier,anaheimfoil2018,foil,,Daniele Garozzo,Thomas Berg,10,3,left,https://clips.fencingdatabase.com/anaheimfoil2018/NiceTimelyBedlingtonterrier.mp4
0,DifficultAggressiveDotterel,turinfoil2020,foil,,Daniele Garozzo,Shikine Takahiro,8,12,right,https://clips.fencingdatabase.com/turinfoil2020/DifficultAggressiveDotterel.mp4
0,EasygoingHonoredFerret,qatarfoil2021,foil,,Grigoriy Semenyuk,Bryce Louie,12,10,right,https://clips.fencingdatabase.com/qatarfoil2021/EasygoingHonoredFerret.mp4
0,EducatedSkinnyLeech,stpetersburgfoil2019,foil,male,Krystian Gryglewski,Samuel Moelis,13,4,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/EducatedSkinnyLeech.mp4
0,FluidNippyChick,qatarfoil2021,foil,,Race Imboden,Alex Cai,3,2,right,https://clips.fencingdatabase.com/qatarfoil2021/FluidNippyChick.mp4
0,SelfassuredMenacingCollardlizard,kazanfoil2020,foil,female,Alice Volpi,Kreiss Fanni,7,8,left,https://clips.fencingdatabase.com/kazanfoil2020/SelfassuredMenacingCollardlizard.mp4
0,WhoppingHastyAmericanrobin,anaheimfoil2018,foil,,Adelina Zagidullina,Svetlana Tripapina,4,3,left,https://clips.fencingdatabase.com/anaheimfoil2018/WhoppingHastyAmericanrobin.mp4
0,WhoppingHastyAmericanrobin,anaheimfoil2018,foil,,Adelina Zagidullina,Svetlana Tripapina,4,3,left,https://clips.fencingdatabase.com/anaheimfoil2018/WhoppingHastyAmericanrobin.mp4
0,CoolMeatyDeviltasmanian,anaheimfoil2018,foil,,Ka Long Cheung,Marcello Olivares,1,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/CoolMeatyDeviltasmanian.mp4
0,CoolMeatyDeviltasmanian,anaheimfoil2018,foil,,Ka Long Cheung,Marcello Olivares,1,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/CoolMeatyDeviltasmanian.mp4
0,GenuineMellowBantamrooster,anaheimfoil2019,foil,,Erwann Le   Pechoux,Damiano Rosatelli,6,4,left,https://clips.fencingdatabase.com/anaheimfoil2019/GenuineMellowBantamrooster.mp4
0,CheerfulSmoothJapanesebeetle,turinfoil2020,foil,,Shikine Takahiro,Wallerand Roger,9,5,left,https://clips.fencingdatabase.com/turinfoil2020/CheerfulSmoothJapanesebeetle.mp4
0,CheerfulSmoothJapanesebeetle,turinfoil2020,foil,,Shikine Takahiro,Wallerand Roger,9,5,left,https://clips.fencingdatabase.com/turinfoil2020/CheerfulSmoothJapanesebeetle.mp4
0,CheerfulSmoothJapanesebeetle,turinfoil2020,foil,,Shikine Takahiro,Wallerand Roger,9,5,left,https://clips.fencingdatabase.com/turinfoil2020/CheerfulSmoothJapanesebeetle.mp4
0,PleasingEthicalGoldenretriever,kazanfoil2020,foil,female,Zander Rhodes,Kreiss Fanni,4,7,right,https://clips.fencingdatabase.com/kazanfoil2020/PleasingEthicalGoldenretriever.mp4
0,HonestBountifulCondor,stpetersburgfoil2019,foil,male,Andrea Cassara,Alessio Foconi,9,12,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/HonestBountifulCondor.mp4
0,DeepMediumCollie,kazanfoil2020,foil,female,Adelina Zagidullina,Shi Yue,2,3,double,https://clips.fencingdatabase.com/kazanfoil2020/DeepMediumCollie.mp4
0,CapitalTidyEquine,turinfoil2020,foil,,Arianna Errigo,Adelina Zagidullina,15,7,left,https://clips.fencingdatabase.com/turinfoil2020/CapitalTidyEquine.mp4
0,EmbarrassedClumsyAfricanrockpython,kazanfoil2020,foil,female,Adelina Zagidullina,Shi Yue,5,9,right,https://clips.fencingdatabase.com/kazanfoil2020/EmbarrassedClumsyAfricanrockpython.mp4
0,ColorfulGlaringFieldmouse,turinfoil2020,foil,,Alexander Choupenitch,Gerek Meinhardt,6,9,right,https://clips.fencingdatabase.com/turinfoil2020/ColorfulGlaringFieldmouse.mp4
0,LegalAppropriateHorsemouse,turinfoil2020,foil,,Alice Volpi,Alanna Goldie,3,0,left,https://clips.fencingdatabase.com/turinfoil2020/LegalAppropriateHorsemouse.mp4
0,FriendlyPoliteHellbender,qatarfoil2021,foil,,Adelina Zagidullina,Kano Minami,10,5,left,https://clips.fencingdatabase.com/qatarfoil2021/FriendlyPoliteHellbender.mp4
0,CourteousFrenchBunting,turinfoil2020,foil,,Ka Fung Lee,Kamal Minott,3,5,left,https://clips.fencingdatabase.com/turinfoil2020/CourteousFrenchBunting.mp4
0,SelfishConsciousBuck,katowicefoil2019,foil,female,Valentina De   Costanzo,Huo Xingxin,6,6,right,https://clips.fencingdatabase.com/katowicefoil2019/SelfishConsciousBuck.mp4
0,SoreUnhealthyIberianemeraldlizard,qatarfoil2021,foil,,Adelina Zagidullina,Martina Sinigalia,5,3,left,https://clips.fencingdatabase.com/qatarfoil2021/SoreUnhealthyIberianemeraldlizard.mp4
0,EsteemedBlackandwhiteChrysomelid,anaheimfoil2018,foil,,Claudia Borella,Inna Deriglazova,7,15,right,https://clips.fencingdatabase.com/anaheimfoil2018/EsteemedBlackandwhiteChrysomelid.mp4
0,SkeletalFreeAnnashummingbird,anaheimfoil2018,foil,,Anne Sauer,Julia Walczyk - Klimaszyk,5,3,left,https://clips.fencingdatabase.com/anaheimfoil2018/SkeletalFreeAnnashummingbird.mp4
0,LastingHelplessHare,katowicefoil2019,foil,female,Larisa Korobeynikova,Alanna Goldie,10,5,left,https://clips.fencingdatabase.com/katowicefoil2019/LastingHelplessHare.mp4
0,ImpartialBrilliantBlowfish,katowicefoil2019,foil,female,Francesca Palumbo,Nzingha Prescod,3,2,left,https://clips.fencingdatabase.com/katowicefoil2019/ImpartialBrilliantBlowfish.mp4
0,UnsightlyLinearFlies,katowicefoil2019,foil,female,Alice Volpi,Marta Lyczbinska,6,4,right,https://clips.fencingdatabase.com/katowicefoil2019/UnsightlyLinearFlies.mp4
0,FrigidCarefreeFlounder,katowicefoil2019,foil,female,Leyla Pirieva,Marta Lyczbinska,10,6,double,https://clips.fencingdatabase.com/katowicefoil2019/FrigidCarefreeFlounder.mp4
0,InferiorEmbarrassedDragon,katowicefoil2019,foil,female,Beatrice Monaco,Inna Deriglazova,5,6,left,https://clips.fencingdatabase.com/katowicefoil2019/InferiorEmbarrassedDragon.mp4
0,RareGorgeousDegu,katowicefoil2019,foil,female,Beatrice Monaco,Inna Deriglazova,4,6,left,https://clips.fencingdatabase.com/katowicefoil2019/RareGorgeousDegu.mp4
0,FlashyPoliteFlies,anaheimfoil2019,foil,,Geoffrey Tourette,Alessio Foconi,11,12,left,https://clips.fencingdatabase.com/anaheimfoil2019/FlashyPoliteFlies.mp4
0,NegligibleTenderCob,kazanfoil2020,foil,female,May Tieu,Bella Kulaeva,1,0,left,https://clips.fencingdatabase.com/kazanfoil2020/NegligibleTenderCob.mp4
0,HastyUnlawfulAmericanalligator,stpetersburgfoil2019,foil,male,Krystian Gryglewski,Samuel Moelis,11,4,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/HastyUnlawfulAmericanalligator.mp4
0,ImperfectHugeDodo,anaheimfoil2018,foil,,Daniele Garozzo,Thomas Berg,14,8,right,https://clips.fencingdatabase.com/anaheimfoil2018/ImperfectHugeDodo.mp4
0,ImperfectCleanCricket,anaheimfoil2018,foil,,Leonie Ebert,Kristina Samsonova,9,8,left,https://clips.fencingdatabase.com/anaheimfoil2018/ImperfectCleanCricket.mp4
0,SlowTeemingBrocketdeer,katowicefoil2019,foil,female,Arianna Errigo,Martina Batini,14,12,left,https://clips.fencingdatabase.com/katowicefoil2019/SlowTeemingBrocketdeer.mp4
0,CompetentAmpleKouprey,anaheimfoil2018,foil,,Miyake Ryo,Nemeth Andras,12,14,left,https://clips.fencingdatabase.com/anaheimfoil2018/CompetentAmpleKouprey.mp4
0,GloomyMatureImperatorangel,kazanfoil2020,foil,female,Alice Volpi,Marika Chrzanowska,13,13,right,https://clips.fencingdatabase.com/kazanfoil2020/GloomyMatureImperatorangel.mp4
0,BronzePresentCapeghostfrog,anaheimfoil2018,foil,,Alex Tofalides,Kenji Bravo,12,13,left,https://clips.fencingdatabase.com/anaheimfoil2018/BronzePresentCapeghostfrog.mp4
0,JointSoulfulCobra,stpetersburgfoil2019,foil,male,Daniele Garozzo,Iskander Akhmetov,8,7,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/JointSoulfulCobra.mp4
0,VigorousTastyGroundhog,katowicefoil2019,foil,female,Margaret Lu,Svetlana Tripapina,2,1,right,https://clips.fencingdatabase.com/katowicefoil2019/VigorousTastyGroundhog.mp4
0,GroundedUnfortunateAmericanwirehair,turinfoil2020,foil,,Arianna Errigo,Zander Rhodes,7,9,left,https://clips.fencingdatabase.com/turinfoil2020/GroundedUnfortunateAmericanwirehair.mp4
0,EsteemedJadedDarwinsfox,anaheimfoil2018,foil,,Erwann Le   Pechoux,Adam Mathieu,15,4,left,https://clips.fencingdatabase.com/anaheimfoil2018/EsteemedJadedDarwinsfox.mp4
0,ClosePeacefulHagfish,turinfoil2020,foil,,Andrii Pogrebniak,Andrea Cassara,4,0,left,https://clips.fencingdatabase.com/turinfoil2020/ClosePeacefulHagfish.mp4
0,HealthyDevotedHapuku,qatarfoil2021,foil,,Race Imboden,Guilherme Toldo,5,2,left,https://clips.fencingdatabase.com/qatarfoil2021/HealthyDevotedHapuku.mp4
0,BlackPlayfulArthropods,anaheimfoil2019,foil,,Valerio Aspromonte,Maximilien Van   Haaster,3,0,left,https://clips.fencingdatabase.com/anaheimfoil2019/BlackPlayfulArthropods.mp4
0,BewitchedGleamingGrison,stpetersburgfoil2019,foil,male,Alexey Cheremisinov,Rostyslav Hertsyk,8,4,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/BewitchedGleamingGrison.mp4
0,UnsungUnimportantDorado,stpetersburgfoil2019,foil,male,Rostyslav Hertsyk,Dominik Schoppa,10,5,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/UnsungUnimportantDorado.mp4
0,IdioticDimpledLhasaapso,qatarfoil2021,foil,,Lorenzo Nista,Maxime Pauty,4,11,right,https://clips.fencingdatabase.com/qatarfoil2021/IdioticDimpledLhasaapso.mp4
0,JoyousFamiliarHalibut,kazanfoil2020,foil,female,Jacqueline Dubrovich,Tsuji Sumire,1,3,double,https://clips.fencingdatabase.com/kazanfoil2020/JoyousFamiliarHalibut.mp4
0,RichWelloffBlueshark,anaheimfoil2019,foil,,Andre Sanita,Valerio Aspromonte,5,0,left,https://clips.fencingdatabase.com/anaheimfoil2019/RichWelloffBlueshark.mp4
0,UnfortunatePerfumedGalapagoshawk,stpetersburgfoil2019,foil,male,Alexey Cheremisinov,Ivan Troshin,0,1,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/UnfortunatePerfumedGalapagoshawk.mp4
0,ShabbyFalseCoyote,anaheimfoil2018,foil,,Alexandre Sido,Kenji Bravo,7,11,left,https://clips.fencingdatabase.com/anaheimfoil2018/ShabbyFalseCoyote.mp4
0,IndolentSmoggyAngwantibo,turinfoil2020,foil,,Alexey Cheremisinov,Gerek Meinhardt,0,2,right,https://clips.fencingdatabase.com/turinfoil2020/IndolentSmoggyAngwantibo.mp4
0,DiscreteCompetentAmurratsnake,kazanfoil2020,foil,female,Mohamed Aida,Elisa Di   Francisca,3,15,right,https://clips.fencingdatabase.com/kazanfoil2020/DiscreteCompetentAmurratsnake.mp4
0,LateAllAmericankestrel,katowicefoil2019,foil,female,Marta Martyanova,Camilla Mancini,1,0,left,https://clips.fencingdatabase.com/katowicefoil2019/LateAllAmericankestrel.mp4
0,MagnificentCreamyAnemoneshrimp,stpetersburgfoil2019,foil,male,Carlos Llavador,Miles Chamley - Watson,2,2,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/MagnificentCreamyAnemoneshrimp.mp4
0,VillainousHeavyIndianspinyloach,anaheimfoil2018,foil,,Erwann Le   Pechoux,Nicholas Choi,3,13,right,https://clips.fencingdatabase.com/anaheimfoil2018/VillainousHeavyIndianspinyloach.mp4
0,ElectricOpulentKoodoo,kazanfoil2020,foil,female,Valentina De   Costanzo,Nicole Ross,8,8,double,https://clips.fencingdatabase.com/kazanfoil2020/ElectricOpulentKoodoo.mp4
0,HollowPoliticalLiger,stpetersburgfoil2019,foil,male,Shikine Takahiro,Jeremy Cadot,1,0,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/HollowPoliticalLiger.mp4
0,HollowPoliticalLiger,stpetersburgfoil2019,foil,male,Shikine Takahiro,Jeremy Cadot,1,0,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/HollowPoliticalLiger.mp4
0,FantasticHighlevelApe,anaheimfoil2018,foil,,Race Imboden,Jeremy Cadot,14,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/FantasticHighlevelApe.mp4
0,DefensiveSpecificCaudata,turinfoil2020,foil,,Julia Walczyk - Klimaszyk,Ysaora Thibus,14,15,right,https://clips.fencingdatabase.com/turinfoil2020/DefensiveSpecificCaudata.mp4
0,EsteemedInformalCapeghostfrog,anaheimfoil2018,foil,,Alaaeldin Abouelkassem,Nicholas Choi,1,7,right,https://clips.fencingdatabase.com/anaheimfoil2018/EsteemedInformalCapeghostfrog.mp4
0,WetActualIrishsetter,stpetersburgfoil2019,foil,male,Richard Kruse,Luka Gaganidze,4,6,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/WetActualIrishsetter.mp4
0,WetActualIrishsetter,stpetersburgfoil2019,foil,male,Richard Kruse,Luka Gaganidze,4,6,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/WetActualIrishsetter.mp4
0,WetActualIrishsetter,stpetersburgfoil2019,foil,male,Richard Kruse,Luka Gaganidze,4,6,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/WetActualIrishsetter.mp4
0,SizzlingAgileBoilweevil,kazanfoil2020,foil,female,Alice Volpi,Elisa Di   Francisca,7,14,double,https://clips.fencingdatabase.com/kazanfoil2020/SizzlingAgileBoilweevil.mp4
0,PrestigiousBriskIbisbill,stpetersburgfoil2019,foil,male,Wallerand Roger,Chun Yin Ryan Choi,5,4,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/PrestigiousBriskIbisbill.mp4
0,SilkyUnkemptFalcon,anaheimfoil2018,foil,,Alex Tofalides,Ha Taegyu,8,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/SilkyUnkemptFalcon.mp4
0,TerribleFrayedAegeancat,qatarfoil2021,foil,,Erica Cipressa,Shi Yue,0,1,right,https://clips.fencingdatabase.com/qatarfoil2021/TerribleFrayedAegeancat.mp4
0,BlackandwhiteSeriousBinturong,kazanfoil2020,foil,female,Jessica Zi Jia Guo,Lee Kiefer,10,9,left,https://clips.fencingdatabase.com/kazanfoil2020/BlackandwhiteSeriousBinturong.mp4
0,ThankfulIlliterateAfricanjacana,anaheimfoil2018,foil,,Carlos Llavador,Andrea Cassara,5,4,right,https://clips.fencingdatabase.com/anaheimfoil2018/ThankfulIlliterateAfricanjacana.mp4
0,HighEducatedFieldmouse,anaheimfoil2018,foil,,Valentina De   Costanzo,Claudia Borella,5,8,right,https://clips.fencingdatabase.com/anaheimfoil2018/HighEducatedFieldmouse.mp4
0,FrequentSpecificKingfisher,kazanfoil2020,foil,female,Jeon Hee Sook,Anne Sauer,9,6,double,https://clips.fencingdatabase.com/kazanfoil2020/FrequentSpecificKingfisher.mp4
0,AdorableFlusteredAcaciarat,qatarfoil2021,foil,,Alexandre Sido,Damiano Rosatelli,13,13,right,https://clips.fencingdatabase.com/qatarfoil2021/AdorableFlusteredAcaciarat.mp4
0,AdorableFlusteredAcaciarat,qatarfoil2021,foil,,Alexandre Sido,Damiano Rosatelli,13,13,right,https://clips.fencingdatabase.com/qatarfoil2021/AdorableFlusteredAcaciarat.mp4
0,ImpishGargantuanJackal,katowicefoil2019,foil,female,Leonie Ebert,Oksana Martines   Hauregi,15,6,left,https://clips.fencingdatabase.com/katowicefoil2019/ImpishGargantuanJackal.mp4
0,UnpleasantDelectableHog,stpetersburgfoil2019,foil,male,Wallerand Roger,Markus Praus,1,8,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/UnpleasantDelectableHog.mp4
0,SlimyScalyLamb,kazanfoil2020,foil,female,Solene Butruille,Pauline Ranvier,11,6,left,https://clips.fencingdatabase.com/kazanfoil2020/SlimyScalyLamb.mp4
0,CaringPerfectBobcat,stpetersburgfoil2019,foil,male,Rostyslav Hertsyk,Dominik Schoppa,13,8,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/CaringPerfectBobcat.mp4
0,WholeEmbellishedBaleenwhale,qatarfoil2021,foil,,Maor Hatoel,Shikine Takahiro,12,10,right,https://clips.fencingdatabase.com/qatarfoil2021/WholeEmbellishedBaleenwhale.mp4
0,MasculineUnitedJellyfish,qatarfoil2021,foil,,Kristina Samsonova,Kreiss Fanni,9,7,left,https://clips.fencingdatabase.com/qatarfoil2021/MasculineUnitedJellyfish.mp4
0,FearfulWhiteAxolotl,qatarfoil2021,foil,,Valentina De   Costanzo,Constance Catarzi,10,10,left,https://clips.fencingdatabase.com/qatarfoil2021/FearfulWhiteAxolotl.mp4
0,GeneralWelldocumentedLadybird,turinfoil2020,foil,,Leonie Ebert,Katina Proestakis,7,1,left,https://clips.fencingdatabase.com/turinfoil2020/GeneralWelldocumentedLadybird.mp4
0,GrossUnselfishGoshawk,anaheimfoil2018,foil,,Miles Chamley - Watson,Tommaso Marini,9,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/GrossUnselfishGoshawk.mp4
0,GrossUnselfishGoshawk,anaheimfoil2018,foil,,Miles Chamley - Watson,Tommaso Marini,9,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/GrossUnselfishGoshawk.mp4
0,GrossUnselfishGoshawk,anaheimfoil2018,foil,,Miles Chamley - Watson,Tommaso Marini,9,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/GrossUnselfishGoshawk.mp4
0,AntiqueWickedAfricanhornbill,turinfoil2020,foil,,Ka Fung Lee,Kamal Minott,0,2,right,https://clips.fencingdatabase.com/turinfoil2020/AntiqueWickedAfricanhornbill.mp4
0,SizzlingPinkCrocodileskink,turinfoil2020,foil,,Maia Mei Weintraub,Anastasiia Ivanova,3,5,left,https://clips.fencingdatabase.com/turinfoil2020/SizzlingPinkCrocodileskink.mp4
0,AllThoseBalloonfish,qatarfoil2021,foil,,Alex Tofalides,Maximilien Chastanet,11,10,left,https://clips.fencingdatabase.com/qatarfoil2021/AllThoseBalloonfish.mp4
0,BrokenLateIguanodon,qatarfoil2021,foil,,Chen Qingyuan,Inna Deriglazova,3,12,right,https://clips.fencingdatabase.com/qatarfoil2021/BrokenLateIguanodon.mp4
0,DetailedRightEsok,stpetersburgfoil2019,foil,male,Wallerand Roger,Markus Praus,9,12,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/DetailedRightEsok.mp4
0,AdvancedWeirdCottonmouth,kazanfoil2020,foil,female,Nicole Pustilnik,Astrid Guyart,15,8,double,https://clips.fencingdatabase.com/kazanfoil2020/AdvancedWeirdCottonmouth.mp4
0,BareWigglyGonolek,qatarfoil2021,foil,,Martyna Synoradzka,Maia Mei Weintraub,14,10,left,https://clips.fencingdatabase.com/qatarfoil2021/BareWigglyGonolek.mp4
0,WhimsicalScentedBoilweevil,anaheimfoil2018,foil,,Claudia Borella,Inna Deriglazova,5,11,right,https://clips.fencingdatabase.com/anaheimfoil2018/WhimsicalScentedBoilweevil.mp4
0,BossyLiveDassie,kazanfoil2020,foil,female,Anita Blaze,Olga Batenina,15,3,left,https://clips.fencingdatabase.com/kazanfoil2020/BossyLiveDassie.mp4
0,BruisedRevolvingDrake,qatarfoil2021,foil,,Alexandra Sunduchkova,Chen Qingyuan,5,9,left,https://clips.fencingdatabase.com/qatarfoil2021/BruisedRevolvingDrake.mp4
0,LawfulNervousHalibut,stpetersburgfoil2019,foil,male,Jeremy Cadot,Alessio Foconi,5,4,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/LawfulNervousHalibut.mp4
0,LawfulNervousHalibut,stpetersburgfoil2019,foil,male,Jeremy Cadot,Alessio Foconi,5,4,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/LawfulNervousHalibut.mp4
0,GlisteningDecisiveBlesbok,anaheimfoil2018,foil,,Camilla Mancini,Alanna Goldie,8,4,left,https://clips.fencingdatabase.com/anaheimfoil2018/GlisteningDecisiveBlesbok.mp4
0,KeenPolishedGalapagostortoise,turinfoil2020,foil,,Arianna Errigo,Azuma Rio,3,0,left,https://clips.fencingdatabase.com/turinfoil2020/KeenPolishedGalapagostortoise.mp4
0,PoshMinorLark,stpetersburgfoil2019,foil,male,Alexey Cheremisinov,Giorgio Avola,14,13,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/PoshMinorLark.mp4
0,WideeyedNeatGuernseycow,turinfoil2020,foil,,Gerek Meinhardt,Alexander Massialas,8,5,left,https://clips.fencingdatabase.com/turinfoil2020/WideeyedNeatGuernseycow.mp4
0,ClutteredUglyHalibut,anaheimfoil2018,foil,,Heo Jun,Julien Mertine,3,5,right,https://clips.fencingdatabase.com/anaheimfoil2018/ClutteredUglyHalibut.mp4
