,gfycat_gfy_id,tournament_id,weapon,gender,fotl_name,fotr_name,left_score,right_score,touch,download_url
0,WateryExhaustedDorado,katowicefoil2019,foil,female,Julia Walczyk - Klimaszyk,Martina Batini,8,9,double,https://clips.fencingdatabase.com/katowicefoil2019/WateryExhaustedDorado.mp4
0,HarshCalmCirriped,parisfoil2022,foil,male,Adam Mathieu,Michal Siess,0,12,right,https://clips.fencingdatabase.com/parisfoil2022/HarshCalmCirriped.mp4
0,SlipperyWelloffAnemonecrab,turinfoil2020,foil,,Arianna Errigo,Adelina Zagidullina,5,4,left,https://clips.fencingdatabase.com/turinfoil2020/SlipperyWelloffAnemonecrab.mp4
0,SelfreliantTastyGlobefish,tokyoolympics2020,foil,male,Matsuyama Kyosuke,Maxime Pauty,10,4,left,https://clips.fencingdatabase.com/tokyoolympics2020/SelfreliantTastyGlobefish.mp4
0,RelievedCandidHarborseal,qatarfoil2021,foil,,Richard Kruse,Nick Itkin,0,1,right,https://clips.fencingdatabase.com/qatarfoil2021/RelievedCandidHarborseal.mp4
0,CanineImpishIndusriverdolphin,katowicefoil2019,foil,female,Anastasiia Ivanova,Marta Martyanova,3,2,right,https://clips.fencingdatabase.com/katowicefoil2019/CanineImpishIndusriverdolphin.mp4
0,CanineImpishIndusriverdolphin,katowicefoil2019,foil,female,Anastasiia Ivanova,Marta Martyanova,3,2,right,https://clips.fencingdatabase.com/katowicefoil2019/CanineImpishIndusriverdolphin.mp4
0,AcidicSadIndianringneckparakeet,anaheimfoil2018,foil,,Lee Kiefer,Inna Deriglazova,9,10,right,https://clips.fencingdatabase.com/anaheimfoil2018/AcidicSadIndianringneckparakeet.mp4
0,InconsequentialWindyBufflehead,tokyoolympics2020,foil,female,Amita Berthier,Lee Kiefer,2,10,right,https://clips.fencingdatabase.com/tokyoolympics2020/InconsequentialWindyBufflehead.mp4
0,AromaticFatBeagle,qatarfoil2021,foil,,Arianna Errigo,Sabrina Cho,7,9,left,https://clips.fencingdatabase.com/qatarfoil2021/AromaticFatBeagle.mp4
0,AlertBrilliantIggypops,qatarfoil2021,foil,,Szemes Gergo,Leszek Rajski,6,8,right,https://clips.fencingdatabase.com/qatarfoil2021/AlertBrilliantIggypops.mp4
0,PhonyPleasedDarwinsfox,qatarfoil2021,foil,,Oh Hye Mi,Adelina Zagidullina,13,13,left,https://clips.fencingdatabase.com/qatarfoil2021/PhonyPleasedDarwinsfox.mp4
0,PoshFlusteredAldabratortoise,stpetersburgfoil2019,foil,male,Lee Kwanghyun,Nick Itkin,10,7,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/PoshFlusteredAldabratortoise.mp4
0,MistyEducatedHumpbackwhale,qatarfoil2021,foil,,Larisa Korobeynikova,Ysaora Thibus,7,14,right,https://clips.fencingdatabase.com/qatarfoil2021/MistyEducatedHumpbackwhale.mp4
0,UnripeWideAmericanmarten,tokyoolympics2020,foil,female,Alice Volpi,Kondricz Kata,15,5,left,https://clips.fencingdatabase.com/tokyoolympics2020/UnripeWideAmericanmarten.mp4
0,HospitableWhisperedEelelephant,anaheimfoil2019,foil,,Wallerand Roger,Francesco Ingargiola,6,8,right,https://clips.fencingdatabase.com/anaheimfoil2019/HospitableWhisperedEelelephant.mp4
0,PepperyAngryDragon,turinfoil2020,foil,,Gerek Meinhardt,Alexander Massialas,11,6,double,https://clips.fencingdatabase.com/turinfoil2020/PepperyAngryDragon.mp4
0,HonorableAcademicBudgie,parisfoil2022,foil,male,Joffrey Mader,Julien Mertine,5,5,left,https://clips.fencingdatabase.com/parisfoil2022/HonorableAcademicBudgie.mp4
0,SnarlingHollowFawn,stpetersburgfoil2019,foil,male,Race Imboden,Pierre Loisel,14,6,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/SnarlingHollowFawn.mp4
0,CornyNaiveBactrian,anaheimfoil2018,foil,,Jeremy Cadot,Shikine Takahiro,8,10,left,https://clips.fencingdatabase.com/anaheimfoil2018/CornyNaiveBactrian.mp4
0,GoodImpressionableDrafthorse,anaheimfoil2018,foil,,Ines Boubakri,Anita Blaze,13,13,left,https://clips.fencingdatabase.com/anaheimfoil2018/GoodImpressionableDrafthorse.mp4
0,SlimyIdleAnnelida,qatarfoil2021,foil,,Zakhar Kozlov,Lee Kwanghyun,13,13,right,https://clips.fencingdatabase.com/qatarfoil2021/SlimyIdleAnnelida.mp4
0,HeartyKindlyAntlion,katowicefoil2019,foil,female,Anastasiia Ivanova,Inna Deriglazova,1,4,left,https://clips.fencingdatabase.com/katowicefoil2019/HeartyKindlyAntlion.mp4
0,RightOfficialGermanspaniel,qatarfoil2021,foil,,Race Imboden,Pierre Loisel,4,4,left,https://clips.fencingdatabase.com/qatarfoil2021/RightOfficialGermanspaniel.mp4
0,ThriftyCelebratedIrishredandwhitesetter,parisfoil2022,foil,male,Pierre Loisel,Andrzej Rzadkowski,8,6,left,https://clips.fencingdatabase.com/parisfoil2022/ThriftyCelebratedIrishredandwhitesetter.mp4
0,PerfumedGenuineFrog,parisfoil2022,foil,male,Mohamed Hamza,Lorenzo Nista,9,10,right,https://clips.fencingdatabase.com/parisfoil2022/PerfumedGenuineFrog.mp4
0,FlippantCalculatingApatosaur,tokyoolympics2020,foil,female,Ysaora Thibus,Pasztor Flora,8,7,left,https://clips.fencingdatabase.com/tokyoolympics2020/FlippantCalculatingApatosaur.mp4
0,TanDenseCavy,stpetersburgfoil2019,foil,male,Alaaeldin Abouelkassem,Erwann Le   Pechoux,7,4,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/TanDenseCavy.mp4
0,FalseJaggedArmedcrab,anaheimfoil2018,foil,,Alaaeldin Abouelkassem,Nicholas Choi,2,9,right,https://clips.fencingdatabase.com/anaheimfoil2018/FalseJaggedArmedcrab.mp4
0,BigFlimsyAnhinga,parisfoil2022,foil,male,Adam Mathieu,Shikine Takahiro,3,11,right,https://clips.fencingdatabase.com/parisfoil2022/BigFlimsyAnhinga.mp4
0,ElaborateDimpledConure,anaheimfoil2019,foil,,Carlos Llavador,Shikine Takahiro,7,8,right,https://clips.fencingdatabase.com/anaheimfoil2019/ElaborateDimpledConure.mp4
0,PoorJampackedGraysquirrel,stpetersburgfoil2019,foil,male,Shikine Takahiro,Jeremy Cadot,4,5,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/PoorJampackedGraysquirrel.mp4
0,UnacceptableUncomfortableAcouchi,parisfoil2022,foil,male,Andrea Cassara,Alexandre Sido,3,9,left,https://clips.fencingdatabase.com/parisfoil2022/UnacceptableUncomfortableAcouchi.mp4
0,IllEnlightenedKoodoo,tokyoolympics2020,foil,female,Ueno Yuka,Lee Kiefer,5,11,right,https://clips.fencingdatabase.com/tokyoolympics2020/IllEnlightenedKoodoo.mp4
0,TightSarcasticHare,turinfoil2020,foil,,Race Imboden,Gerek Meinhardt,0,1,right,https://clips.fencingdatabase.com/turinfoil2020/TightSarcasticHare.mp4
0,DangerousWaryAfricanwilddog,anaheimfoil2019,foil,,Ka Long Cheung,Gerek Meinhardt,8,6,right,https://clips.fencingdatabase.com/anaheimfoil2019/DangerousWaryAfricanwilddog.mp4
0,AdorableAggressiveIsabellinewheatear,kazanfoil2020,foil,female,Victoria Yusova,Solene Butruille,0,2,right,https://clips.fencingdatabase.com/kazanfoil2020/AdorableAggressiveIsabellinewheatear.mp4
0,HilariousSmoothEmperorpenguin,stpetersburgfoil2019,foil,male,Shikine Takahiro,Jeremy Cadot,7,7,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/HilariousSmoothEmperorpenguin.mp4
0,DelightfulOffbeatGalapagoshawk,katowicefoil2019,foil,female,Anastasiia Ivanova,Inna Deriglazova,1,7,double,https://clips.fencingdatabase.com/katowicefoil2019/DelightfulOffbeatGalapagoshawk.mp4
0,FaithfulSparklingAnnelid,stpetersburgfoil2019,foil,male,Alexander Choupenitch,Leszek Rajski,6,3,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/FaithfulSparklingAnnelid.mp4
0,EverlastingNauticalKitfox,parisfoil2022,foil,male,Heo Jun,Adrian Wojtkowiak,3,1,right,https://clips.fencingdatabase.com/parisfoil2022/EverlastingNauticalKitfox.mp4
0,InsignificantChiefAvians,qatarfoil2021,foil,,Guillaume Bianchi,Tommaso Marini,0,1,right,https://clips.fencingdatabase.com/qatarfoil2021/InsignificantChiefAvians.mp4
0,ValuableAnimatedFirefly,parisfoil2022,foil,male,Guillaume Bianchi,Chase Emmer,7,1,left,https://clips.fencingdatabase.com/parisfoil2022/ValuableAnimatedFirefly.mp4
0,NecessaryVastAchillestang,qatarfoil2021,foil,,Guilherme Toldo,Wallerand Roger,5,5,right,https://clips.fencingdatabase.com/qatarfoil2021/NecessaryVastAchillestang.mp4
0,MindlessTartArchaeopteryx,anaheimfoil2018,foil,,Alex Tofalides,Alexey Cheremisinov,10,15,right,https://clips.fencingdatabase.com/anaheimfoil2018/MindlessTartArchaeopteryx.mp4
0,MeaslySmartDowitcher,qatarfoil2021,foil,,Francesca Palumbo,Elisa Vardaro,3,1,right,https://clips.fencingdatabase.com/qatarfoil2021/MeaslySmartDowitcher.mp4
0,DefinitiveValuableIbizanhound,qatarfoil2021,foil,,Alice Volpi,Anita Blaze,15,8,left,https://clips.fencingdatabase.com/qatarfoil2021/DefinitiveValuableIbizanhound.mp4
0,AstonishingInsistentCatfish,anaheimfoil2018,foil,,Miyake Ryo,Nemeth Andras,0,3,right,https://clips.fencingdatabase.com/anaheimfoil2018/AstonishingInsistentCatfish.mp4
0,CapitalTidyEquine,turinfoil2020,foil,,Arianna Errigo,Adelina Zagidullina,15,7,left,https://clips.fencingdatabase.com/turinfoil2020/CapitalTidyEquine.mp4
0,SardonicCarefulLabradorretriever,qatarfoil2021,foil,,Alice Recher,Jacqueline Dubrovich,2,3,right,https://clips.fencingdatabase.com/qatarfoil2021/SardonicCarefulLabradorretriever.mp4
0,MediocreMediocreGreyhounddog,anaheimfoil2018,foil,,Lee Kiefer,Inna Deriglazova,6,8,right,https://clips.fencingdatabase.com/anaheimfoil2018/MediocreMediocreGreyhounddog.mp4
0,WhiteNeatDikkops,stpetersburgfoil2019,foil,male,Andrea Cassara,Alexander Massialas,12,11,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/WhiteNeatDikkops.mp4
0,ReflectingMeanAmericanredsquirrel,katowicefoil2019,foil,female,Arianna Errigo,Inna Deriglazova,9,12,left,https://clips.fencingdatabase.com/katowicefoil2019/ReflectingMeanAmericanredsquirrel.mp4
0,FamousIndelibleFireant,qatarfoil2021,foil,,Martyna Synoradzka,Maia Mei Weintraub,0,1,right,https://clips.fencingdatabase.com/qatarfoil2021/FamousIndelibleFireant.mp4
0,CaringKindDwarfmongoose,qatarfoil2021,foil,,Alexandre Sido,Damiano Rosatelli,14,13,left,https://clips.fencingdatabase.com/qatarfoil2021/CaringKindDwarfmongoose.mp4
0,SorrowfulAnchoredCob,qatarfoil2021,foil,,Constance Catarzi,Larisa Korobeynikova,2,4,right,https://clips.fencingdatabase.com/qatarfoil2021/SorrowfulAnchoredCob.mp4
0,OrdinaryMeanAustraliankelpie,parisfoil2022,foil,male,Guillaume Bianchi,Chase Emmer,0,11,right,https://clips.fencingdatabase.com/parisfoil2022/OrdinaryMeanAustraliankelpie.mp4
0,OccasionalTintedBunting,anaheimfoil2018,foil,,Miyake Ryo,Nemeth Andras,1,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/OccasionalTintedBunting.mp4
0,AfraidEminentDove,anaheimfoil2018,foil,,Carlos Llavador,Richard Kruse,15,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/AfraidEminentDove.mp4
0,ScaredSlightDeinonychus,anaheimfoil2019,foil,,Alex Tofalides,Tommaso Marini,3,4,right,https://clips.fencingdatabase.com/anaheimfoil2019/ScaredSlightDeinonychus.mp4
0,AnchoredFeminineIndianhare,parisfoil2022,foil,male,Heo Jun,Adrian Wojtkowiak,13,8,left,https://clips.fencingdatabase.com/parisfoil2022/AnchoredFeminineIndianhare.mp4
0,AntiqueTastyJoey,stpetersburgfoil2019,foil,male,Andrea Cassara,Alexander Massialas,7,9,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/AntiqueTastyJoey.mp4
0,LeadingGrimAlaskankleekai,parisfoil2022,foil,male,Guillaume Bianchi,Chase Emmer,9,12,right,https://clips.fencingdatabase.com/parisfoil2022/LeadingGrimAlaskankleekai.mp4
0,EnlightenedSelfreliantEidolonhelvum,parisfoil2022,foil,male,Filippo Macchi,Matsuyama Kyosuke,10,0,left,https://clips.fencingdatabase.com/parisfoil2022/EnlightenedSelfreliantEidolonhelvum.mp4
0,BarrenPessimisticAardwolf,katowicefoil2019,foil,female,Jacqueline Dubrovich,Martina Batini,2,1,left,https://clips.fencingdatabase.com/katowicefoil2019/BarrenPessimisticAardwolf.mp4
0,FabulousPresentFennecfox,tokyoolympics2020,foil,female,Eleanor Harvey,Lee Kiefer,13,13,right,https://clips.fencingdatabase.com/tokyoolympics2020/FabulousPresentFennecfox.mp4
0,BlackConcreteBlueandgoldmackaw,kazanfoil2020,foil,female,Azuma Rio,Solene Butruille,2,2,double,https://clips.fencingdatabase.com/kazanfoil2020/BlackConcreteBlueandgoldmackaw.mp4
0,GentleBlueIndianspinyloach,tokyoolympics2020,foil,female,Larisa Korobeynikova,Alice Volpi,13,12,right,https://clips.fencingdatabase.com/tokyoolympics2020/GentleBlueIndianspinyloach.mp4
0,KindheartedJointHermitcrab,tokyoolympics2020,foil,female,Kelleigh Ryan,Adelina Zagidullina,4,3,left,https://clips.fencingdatabase.com/tokyoolympics2020/KindheartedJointHermitcrab.mp4
0,ValidZealousIlsamochadegu,stpetersburgfoil2019,foil,male,Alexey Cheremisinov,Ivan Troshin,1,0,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/ValidZealousIlsamochadegu.mp4
0,WelllitComposedGrizzlybear,qatarfoil2021,foil,,Eleanor Harvey,Pauline Ranvier,14,11,right,https://clips.fencingdatabase.com/qatarfoil2021/WelllitComposedGrizzlybear.mp4
0,ImperfectVigilantCowrie,parisfoil2022,foil,male,Lucas Choy,Marcus Mepstead,10,7,right,https://clips.fencingdatabase.com/parisfoil2022/ImperfectVigilantCowrie.mp4
0,FocusedMinorAmethystinepython,anaheimfoil2018,foil,,Marta Hausman,Svetlana Tripapina,3,0,left,https://clips.fencingdatabase.com/anaheimfoil2018/FocusedMinorAmethystinepython.mp4
0,WindingKindFugu,anaheimfoil2018,foil,,Shi Yanan,Anne Sauer,8,11,left,https://clips.fencingdatabase.com/anaheimfoil2018/WindingKindFugu.mp4
0,DarlingAntiqueAsianlion,tokyoolympics2020,foil,female,Saskia Loretta Van   Erven   Garcia,Adelina Zagidullina,5,1,left,https://clips.fencingdatabase.com/tokyoolympics2020/DarlingAntiqueAsianlion.mp4
0,SmoggySpicyEland,katowicefoil2019,foil,female,Leonie Ebert,Svetlana Tripapina,13,14,right,https://clips.fencingdatabase.com/katowicefoil2019/SmoggySpicyEland.mp4
0,ComposedDisfiguredAracari,kazanfoil2020,foil,female,Eleanor Harvey,Chen Qingyuan,7,7,left,https://clips.fencingdatabase.com/kazanfoil2020/ComposedDisfiguredAracari.mp4
0,ResponsibleImpressiveHyena,kazanfoil2020,foil,female,Kikuchi Komaki,Inna Deriglazova,3,2,right,https://clips.fencingdatabase.com/kazanfoil2020/ResponsibleImpressiveHyena.mp4
0,PolishedAgedBetafish,anaheimfoil2018,foil,,Gerek Meinhardt,Martino Minuto,11,10,right,https://clips.fencingdatabase.com/anaheimfoil2018/PolishedAgedBetafish.mp4
0,DarlingBasicGuernseycow,qatarfoil2021,foil,,Marta Martyanova,Chen Qingyuan,5,10,right,https://clips.fencingdatabase.com/qatarfoil2021/DarlingBasicGuernseycow.mp4
0,SmugLegitimateJabiru,qatarfoil2021,foil,,Hanna Lyczbinska,Pauline Ranvier,5,5,left,https://clips.fencingdatabase.com/qatarfoil2021/SmugLegitimateJabiru.mp4
0,BadWelltodoIlladopsis,anaheimfoil2019,foil,,Pierre Loisel,Gerek Meinhardt,7,11,right,https://clips.fencingdatabase.com/anaheimfoil2019/BadWelltodoIlladopsis.mp4
0,PalatableCapitalApatosaur,tokyoolympics2020,foil,female,Alice Volpi,Kondricz Kata,14,5,left,https://clips.fencingdatabase.com/tokyoolympics2020/PalatableCapitalApatosaur.mp4
0,ShowyMemorableGordonsetter,anaheimfoil2018,foil,,Adelya Abdrakhmanova,Maria Marino,1,1,right,https://clips.fencingdatabase.com/anaheimfoil2018/ShowyMemorableGordonsetter.mp4
0,VerifiableGrizzledGermanwirehairedpointer,stpetersburgfoil2019,foil,male,Andrea Cassara,Lorenzo Nista,3,2,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/VerifiableGrizzledGermanwirehairedpointer.mp4
0,LameIdioticCollardlizard,anaheimfoil2018,foil,,Miles Chamley - Watson,Tommaso Marini,11,13,right,https://clips.fencingdatabase.com/anaheimfoil2018/LameIdioticCollardlizard.mp4
0,WiltedBlackandwhiteCrayfish,stpetersburgfoil2019,foil,male,Jeremy Cadot,Alessio Foconi,8,11,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/WiltedBlackandwhiteCrayfish.mp4
0,HomelyAmpleFrenchbulldog,tokyoolympics2020,foil,female,Yara Elsharkawy,Arianna Errigo,0,9,right,https://clips.fencingdatabase.com/tokyoolympics2020/HomelyAmpleFrenchbulldog.mp4
0,FaroffWelltodoHousefly,parisfoil2022,foil,male,Alex Tofalides,Enzo Lefort,5,5,left,https://clips.fencingdatabase.com/parisfoil2022/FaroffWelltodoHousefly.mp4
0,JaggedOrnateGrayreefshark,tokyoolympics2020,foil,male,Peter Joppich,Alexander Massialas,0,6,right,https://clips.fencingdatabase.com/tokyoolympics2020/JaggedOrnateGrayreefshark.mp4
0,ClearInfiniteHerald,kazanfoil2020,foil,female,Svetlana Tripapina,Adelya Abdrakhmanova,7,9,right,https://clips.fencingdatabase.com/kazanfoil2020/ClearInfiniteHerald.mp4
0,WelllitPlayfulAntarcticfurseal,katowicefoil2019,foil,female,Larisa Korobeynikova,Alanna Goldie,12,7,left,https://clips.fencingdatabase.com/katowicefoil2019/WelllitPlayfulAntarcticfurseal.mp4
0,PowerfulEasygoingHog,tokyoolympics2020,epee,male,Mohamed Elsayed,Igor Reizlin,3,2,right,https://clips.fencingdatabase.com/tokyoolympics2020/PowerfulEasygoingHog.mp4
0,ScarceDifferentIvorybackedwoodswallow,heidenheim2019,epee,male,Jacob Hoyle,John Edison Rodriguez,12,10,left,https://clips.fencingdatabase.com/heidenheim2019/ScarceDifferentIvorybackedwoodswallow.mp4
0,CloudyGiganticCaimanlizard,kazanwch2014,epee,,Simona Gherman,Britta Heidemann,2,3,double,https://clips.fencingdatabase.com/kazanwch2014/CloudyGiganticCaimanlizard.mp4
0,GleefulDismalGermanspitz,anaheimfoil2018,foil,,Anastasiia Ivanova,Inna Deriglazova,12,12,right,https://clips.fencingdatabase.com/anaheimfoil2018/GleefulDismalGermanspitz.mp4
0,LongAbleBlueshark,kazanfoil2020,foil,female,Arianna Errigo,Azuma Rio,8,11,double,https://clips.fencingdatabase.com/kazanfoil2020/LongAbleBlueshark.mp4
0,SilkyEdibleHatchetfish,stpetersburgfoil2019,foil,male,Matsuyama Kyosuke,Alexander Massialas,12,10,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/SilkyEdibleHatchetfish.mp4
0,ImmaculateFluidArcherfish,turinfoil2020,foil,,Daniele Garozzo,Shikine Takahiro,8,11,right,https://clips.fencingdatabase.com/turinfoil2020/ImmaculateFluidArcherfish.mp4
0,GracefulFortunateBeardeddragon,qatarfoil2021,foil,,Francesca Palumbo,Elisa Vardaro,5,2,right,https://clips.fencingdatabase.com/qatarfoil2021/GracefulFortunateBeardeddragon.mp4
0,PhonyFlippantAmericanbobtail,katowicefoil2019,foil,female,Eva Lacheray,Shi Yanan,10,10,right,https://clips.fencingdatabase.com/katowicefoil2019/PhonyFlippantAmericanbobtail.mp4
0,PleasantImmaculateBaboon,tokyoolympics2020,foil,female,Irem Karamete,Nicole Ross,3,13,right,https://clips.fencingdatabase.com/tokyoolympics2020/PleasantImmaculateBaboon.mp4
0,MarvelousFavoriteGrub,kazanfoil2020,foil,female,Martina Batini,Inna Deriglazova,5,7,double,https://clips.fencingdatabase.com/kazanfoil2020/MarvelousFavoriteGrub.mp4
0,ScaryMerryCrossbill,kazanfoil2020,foil,female,Ana Beatriz Bulcao,Julia Walczyk - Klimaszyk,1,4,right,https://clips.fencingdatabase.com/kazanfoil2020/ScaryMerryCrossbill.mp4
0,MiniatureDisguisedKarakul,anaheimfoil2018,foil,,Alex Tofalides,Ha Taegyu,7,5,left,https://clips.fencingdatabase.com/anaheimfoil2018/MiniatureDisguisedKarakul.mp4
0,DigitalFaintBear,anaheimfoil2018,foil,,Lee Kiefer,Miyawaki Karin,8,1,left,https://clips.fencingdatabase.com/anaheimfoil2018/DigitalFaintBear.mp4
0,ImperturbableAdorableFowl,turinfoil2020,foil,,Alexandra Senyuta,Ysaora Thibus,7,7,right,https://clips.fencingdatabase.com/turinfoil2020/ImperturbableAdorableFowl.mp4
0,DevotedRecklessDoctorfish,anaheimfoil2018,foil,,Marta Hausman,Svetlana Tripapina,9,15,right,https://clips.fencingdatabase.com/anaheimfoil2018/DevotedRecklessDoctorfish.mp4
0,CooperativeFearlessErne,qatarfoil2021,foil,,Julien Mertine,Nagano Yudai,6,3,left,https://clips.fencingdatabase.com/qatarfoil2021/CooperativeFearlessErne.mp4
0,SpotlessShimmeringAmericancicada,tokyoolympics2020,foil,female,Ueno Yuka,Lee Kiefer,5,9,left,https://clips.fencingdatabase.com/tokyoolympics2020/SpotlessShimmeringAmericancicada.mp4
0,PeacefulSmugBarnswallow,parisfoil2022,foil,male,Danyil Hoida,Marcus Mepstead,9,4,left,https://clips.fencingdatabase.com/parisfoil2022/PeacefulSmugBarnswallow.mp4
0,MixedPleasingGoldeneye,anaheimfoil2018,foil,,Dmitry Zherebchenko,Peter Joppich,8,10,right,https://clips.fencingdatabase.com/anaheimfoil2018/MixedPleasingGoldeneye.mp4
0,SaltyMixedGrub,anaheimfoil2018,foil,,Camilla Mancini,Erica Cipressa,13,12,right,https://clips.fencingdatabase.com/anaheimfoil2018/SaltyMixedGrub.mp4
0,LoathsomeRaggedDalmatian,anaheimfoil2018,foil,,Alexey Cheremisinov,Andrzej Rzadkowski,11,9,left,https://clips.fencingdatabase.com/anaheimfoil2018/LoathsomeRaggedDalmatian.mp4
0,HairyPresentIndigowingedparrot,anaheimfoil2018,foil,,Iman Blow,Anita Blaze,11,11,left,https://clips.fencingdatabase.com/anaheimfoil2018/HairyPresentIndigowingedparrot.mp4
0,FirsthandKlutzyGlassfrog,anaheimfoil2018,foil,,Kim Dongsu,Alessio Foconi,8,12,right,https://clips.fencingdatabase.com/anaheimfoil2018/FirsthandKlutzyGlassfrog.mp4
0,ElatedCheeryDogfish,tokyoolympics2020,foil,female,Kreiss Fanni,Martina Batini,11,7,left,https://clips.fencingdatabase.com/tokyoolympics2020/ElatedCheeryDogfish.mp4
0,KindBabyishHerculesbeetle,qatarfoil2021,foil,,Eva Lacheray,Irem Karamete,3,3,left,https://clips.fencingdatabase.com/qatarfoil2021/KindBabyishHerculesbeetle.mp4
0,LateDefiniteBirdofparadise,qatarfoil2021,foil,,Alex Tofalides,Andrzej Rzadkowski,2,1,right,https://clips.fencingdatabase.com/qatarfoil2021/LateDefiniteBirdofparadise.mp4
0,SilkyLoathsomeJenny,anaheimfoil2018,foil,,Iman Blow,Anita Blaze,0,1,right,https://clips.fencingdatabase.com/anaheimfoil2018/SilkyLoathsomeJenny.mp4
0,SardonicMilkyCrustacean,tokyoolympics2020,foil,male,Andrea Cassara,Eli Schenkel,13,10,right,https://clips.fencingdatabase.com/tokyoolympics2020/SardonicMilkyCrustacean.mp4
0,ZealousGleefulKakarikis,stpetersburgfoil2019,foil,male,Klod Yunes,Heo Jun,8,6,left,https://clips.fencingdatabase.com/stpetersburgfoil2019/ZealousGleefulKakarikis.mp4
0,ChillyWeepyDobermanpinscher,anaheimfoil2018,foil,,Abe Hiromi,Ysaora Thibus,3,11,right,https://clips.fencingdatabase.com/anaheimfoil2018/ChillyWeepyDobermanpinscher.mp4
0,MeaslyImpureHatchetfish,qatarfoil2021,foil,,Arianna Errigo,Sabrina Cho,1,1,left,https://clips.fencingdatabase.com/qatarfoil2021/MeaslyImpureHatchetfish.mp4
0,AdmiredElaborateAfricanelephant,tokyoolympics2020,foil,male,Enzo Lefort,Saito Toshiya,6,3,left,https://clips.fencingdatabase.com/tokyoolympics2020/AdmiredElaborateAfricanelephant.mp4
0,InsistentTightDartfrog,anaheimfoil2018,foil,,Ines Boubakri,Anita Blaze,2,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/InsistentTightDartfrog.mp4
0,InsistentTightDartfrog,anaheimfoil2018,foil,,Ines Boubakri,Anita Blaze,2,2,right,https://clips.fencingdatabase.com/anaheimfoil2018/InsistentTightDartfrog.mp4
0,ScaryAstonishingBoutu,qatarfoil2021,foil,,Eleanor Harvey,Alice Volpi,7,4,left,https://clips.fencingdatabase.com/qatarfoil2021/ScaryAstonishingBoutu.mp4
0,AmbitiousJitteryHammerkop,tokyoolympics2020,foil,female,Ueno Yuka,Lee Kiefer,1,15,right,https://clips.fencingdatabase.com/tokyoolympics2020/AmbitiousJitteryHammerkop.mp4
0,RightImportantAsiaticgreaterfreshwaterclam,tokyoolympics2020,foil,female,Yara Elsharkawy,Arianna Errigo,0,6,right,https://clips.fencingdatabase.com/tokyoolympics2020/RightImportantAsiaticgreaterfreshwaterclam.mp4
0,TintedExcellentBluet,kazanfoil2020,foil,female,Bella Kulaeva,Hsin Cheng,6,11,double,https://clips.fencingdatabase.com/kazanfoil2020/TintedExcellentBluet.mp4
0,IlliterateMelodicCarpenterant,parisfoil2022,foil,male,Daniele Garozzo,Heo Jun,0,11,right,https://clips.fencingdatabase.com/parisfoil2022/IlliterateMelodicCarpenterant.mp4
0,GreatWindingAvocet,stpetersburgfoil2019,foil,male,Philip Shin,Alessio Foconi,14,13,double,https://clips.fencingdatabase.com/stpetersburgfoil2019/GreatWindingAvocet.mp4
0,BruisedFrigidIndochinahogdeer,turinfoil2020,foil,,Leonie Ebert,Anastasiia Ivanova,5,10,right,https://clips.fencingdatabase.com/turinfoil2020/BruisedFrigidIndochinahogdeer.mp4
0,LegitimateCharmingGreatwhiteshark,tokyoolympics2020,foil,female,Kelleigh Ryan,Adelina Zagidullina,10,6,right,https://clips.fencingdatabase.com/tokyoolympics2020/LegitimateCharmingGreatwhiteshark.mp4
0,PeacefulGrouchyIberianemeraldlizard,parisfoil2022,foil,male,Danyil Hoida,Alessio Foconi,0,15,right,https://clips.fencingdatabase.com/parisfoil2022/PeacefulGrouchyIberianemeraldlizard.mp4
0,ImaginaryGratefulEeve,anaheimfoil2018,foil,,Camilla Mancini,Erica Cipressa,13,11,left,https://clips.fencingdatabase.com/anaheimfoil2018/ImaginaryGratefulEeve.mp4
0,AridCheerfulHeifer,kazanfoil2020,foil,female,Svetlana Tripapina,Adelya Abdrakhmanova,6,6,double,https://clips.fencingdatabase.com/kazanfoil2020/AridCheerfulHeifer.mp4
0,AchingThankfulFreshwatereel,qatarfoil2021,foil,,Race Imboden,Pierre Loisel,1,0,left,https://clips.fencingdatabase.com/qatarfoil2021/AchingThankfulFreshwatereel.mp4
0,DelectableAridFrillneckedlizard,stpetersburgfoil2019,foil,male,Andrea Cassara,Alexander Choupenitch,1,2,right,https://clips.fencingdatabase.com/stpetersburgfoil2019/DelectableAridFrillneckedlizard.mp4
